well_id,depth_to_m,lithology,colour,texture
SIND-006-PZ,9.15,Clay with interbeds of sand,yellow,fine to medium
SIND-006-PZ,11.6,Basalt weathered,brown,fine to medium
SIND-006-PZ,14.0,Basalt fractured,brown,coarse
SIND-006-PZ,17.4,Basalt fractured,brown,coarse
SIND-006-PZ,23.8,Basalt hard,black,hard
SIND-006-PZ,27.45,Basalt weathered,brown,fine to medium
SIND-006-PZ,31.4,Basalt weathered,brown,fine to medium
SIND-007-PZ,0.9,Clay,yellow,fine
SIND-007-PZ,13.4,Clay with interbeds of sand,yellow,very fine
SIND-007-PZ,15.85,Basalt hard,greyish black,fine
SIND-007-PZ,21.35,Massive Basalts,black,fine
SIND-007-PZ,25.0,Basalt fractured,brown,coarse
SIND-007-PZ,29.9,Basalt hard,black,hard
SIND-007-PZ,36.3,Massive Basalts,black,hard
SIND-007-PZ,39.63,Basalt vesicular,greyish black,fine to medium
SIND-008-PZ,1.8,B.C. Soil,black,very fine
SIND-008-PZ,2.75,Clay with interbeds of sand,yellow,fine
SIND-008-PZ,9.15,Basalt weathered,brown,fine to medium
SIND-008-PZ,14.0,Basalt fractured,brown,coarse
SIND-008-PZ,18.6,Basalt hard,black,hard
SIND-008-PZ,26.2,Basalt hard,black,hard
SIND-008-PZ,32.3,Basalt weathered,brown,fine to medium
SIND-008-PZ,34.45,Basalt fractured,brown,coarse
SIND-008-PZ,37.2,Massive Basalts,black,hard
SIND-009-PZ,1.8,B.C.soil,black,very fine
SIND-009-PZ,8.55,Clay with interbeds of sand,yellowish brown,fine
SIND-009-PZ,13.1,Clay with interbeds of sand,yellowish brown,fine
SIND-009-PZ,15.55,Clay with interbeds of sand,yellow,fine to medium
SIND-009-PZ,16.45,Clay with thin gravel layer,greyish black,coarse
SIND-009-PZ,22.85,Basalt fractured,brown,hard
SIND-009-PZ,25.6,Massive Basalts,black,fine to medium
SIND-009-PZ,26.2,Red bole,red,fine to medium
SIND-009-PZ,28.65,Basalt weathered,brown,fine to medium
SIND-009-PZ,31.7,Basalt fractured,greyish black,coarse
SIND-009-PZ,39.3,Basalt hard,black,hard
SIND-009-PZ,43.0,Basalt vesicular,brown,fine to medium
SIND-009-PZ,48.2,Basalt vesicular,black,fine to medium
SIND-010-PZ,0.6,B.C.soil,black,very fine
SIND-010-PZ,5.2,Basalt weathered,greyish black,fine to medium
SIND-010-PZ,11.6,Basalt fractured,greyish black,coarse
SIND-010-PZ,14.65,Basalt hard,greyish black,hard
SIND-010-PZ,16.15,Basalt weathered,greyish black,fine to medium
SIND-010-PZ,18.9,Basalt weathered,greyish black,fine to medium
SIND-010-PZ,25.9,Basalt fractured,dull brown,coarse
SIND-010-PZ,28.95,Massive Basalts,dull brown,hard
SIND-010-PZ,33.85,Massive Basalts,dull brown,hard
SIND-011-PZ,0.6,B.C.soil,black,very fine
SIND-011-PZ,1.8,Basalt highly weathered,dull brown,fine
SIND-011-PZ,5.2,Basalt weathered,dull brown,fine to medium
SIND-011-PZ,8.85,Basalt fractured,greyish black,coarse
SIND-011-PZ,13.4,Basalt hard,greyish black,hard
SIND-011-PZ,14.65,Basalt weathered +red bole,reddish brown,fine to medium
SIND-011-PZ,22.55,Basalt vesicular,brown,fine to medium
SIND-011-PZ,25.9,Basalt fractured,brown,coarse
SIND-011-PZ,33.85,Massive Basalts,black,hard
SIND-012-PZ,1.8,B.C. Soil,black,very fine
SIND-012-PZ,3.65,Clay,yellow,very fine
SIND-012-PZ,15.85,Clay with interbeds of sand,yellow,fine
SIND-012-PZ,16.8,Basalt weathered +sand+gravel,greyish black,fine to medium
SIND-012-PZ,19.2,Basalt fractured,brown,coarse
SIND-012-PZ,21.35,ash bed,greyish black,fine to medium
SIND-012-PZ,28.65,Basalt vesicular,brown,fine to medium
SIND-012-PZ,33.85,Basalt fractured,brown,coarse
SIND-012-PZ,38.4,Massive Basalts,brown,hard
SIND-013-PZ,1.2,B.C. Soil,black,fine
SIND-013-PZ,8.85,Clay with interbeds of sand,yellow,fine
SIND-013-PZ,13.4,Clay with interbeds of sand,yellow,fine
SIND-013-PZ,14.0,Basalt weathered +sand+gravel,greyish black,fine to medium
SIND-013-PZ,16.75,Basalt fractured,greyish black,coarse
SIND-013-PZ,18.3,Basalt hard,black,hard
SIND-013-PZ,20.1,Red bole,red,fine to medium
SIND-013-PZ,25.9,Basalt vesicular,brown,fine to medium
SIND-013-PZ,32.0,Basalt fractured,brown,coarse
SIND-013-PZ,38.4,Massive Basalts,black,hard
SIND-014-PZ,0.9,B.C.soil,black,very fine
SIND-014-PZ,7.3,Clay with thin gravel layer,yellowish brown,fine to medium
SIND-014-PZ,8.25,Basalt weathered,greyish black,fine to medium
SIND-014-PZ,12.2,Basalt fractured,greyish black,coarse
SIND-014-PZ,18.3,Basalt hard,black,hard
SIND-014-PZ,19.8,Red bole,red,fine to medium
SIND-014-PZ,24.4,Basalt weathered,brown,fine to medium
SIND-014-PZ,28.55,Basalt fractured,greyish black,coarse
SIND-014-PZ,37.5,Basalt hard,black,hard
SIND-014-PZ,38.4,Red bole,red,fine to medium
SIND-014-PZ,41.15,Basalt vesicular,greyish black,fine to medium
SIND-014-PZ,43.3,Basalt fractured,brown,coarse
SIND-014-PZ,48.2,Massive Basalts,black,hard
SIND-015-PZ,0.9,B.C. Soil,black,very fine
SIND-015-PZ,4.0,Clay with interbeds of sand,yellowish brown,fine
SIND-015-PZ,6.4,Basalt weathered,greyish black,fine to medium
SIND-015-PZ,7.95,Basalt fractured,greyish black,coarse
SIND-015-PZ,12.2,Basalt hard,black,hard
SIND-015-PZ,13.1,Red bole,red,fine to medium
SIND-015-PZ,18.3,Basalt weathered,greyish black,fine to medium
SIND-015-PZ,22.55,Basalt fractured,brown,coarse
SIND-015-PZ,37.5,Basalt hard,black,hard
SIND-015-PZ,38.4,Red bole,red,fine to medium
SIND-016-PZ,1.85,B.C. Soil,black,very fine
SIND-016-PZ,14.65,Clay with interbeds of sand,yellow,fine
SIND-016-PZ,19.2,Clay with interbeds of sand,yellow,fine
SIND-016-PZ,20.75,Clay with interbeds of sand,yellowish brown,fine
SIND-016-PZ,23.2,Basalt hard,black,hard
SIND-016-PZ,25.0,Red bole,red,fine to medium
SIND-016-PZ,28.0,Basalt weathered,brown,fine to medium
SIND-016-PZ,33.85,Basalt weathered/fractured,brown,medium to coarse
SIND-016-PZ,38.4,Basalt hard,black,hard
SIND-017-PZ,2.45,B.C.soil,black,very fine
SIND-017-PZ,9.75,Clay with interbeds of sand,yellowish brown,fine
SIND-017-PZ,11.75,Gravel with sand,light brown,fine to medium
SIND-017-PZ,13.4,Basalt weathered,brown,medium to coarse
SIND-017-PZ,17.7,Basalt weathered/fractured,brown,medium to coarse
SIND-017-PZ,25.0,Basalt hard,black,hard
SIND-017-PZ,29.0,Basalt weathered,brown,fine to medium
SIND-017-PZ,33.85,Basalt vesicular,brown,fine to medium
SIND-017-PZ,38.4,Massive Basalts,black,hard
SIND-018-PZ,1.85,B.C.soil,black,very fine
SIND-018-PZ,4.85,Basalt weathered,brown,fine to medium
SIND-018-PZ,8.0,jointed,greyish black,coarse
SIND-018-PZ,12.8,Basalt hard,black,hard
SIND-018-PZ,19.2,Basalt weathered,greyish black,fine to medium
SIND-018-PZ,24.0,Basalt weathered/fractured,brown,medium to coarse
SIND-018-PZ,38.4,Basalt hard,black,hard
SIND-018-PZ,43.3,Basalt weathered,greyish black,fine to medium
SIND-019-A-PZ,1.85,Topsoil,black,fine
SIND-019-A-PZ,6.0,Clay with thin gravel layer,yellow,fine to medium
SIND-019-A-PZ,7.65,Clay with interbeds of sand,yellow,fine to medium
SIND-019-A-PZ,10.0,Basalt weathered/fractured,brown,medium to coarse
SIND-019-A-PZ,12.7,Basalt weathered,greyish black,fine to medium
SIND-019-A-PZ,14.65,Basalt vesicular,greyish black,fine to medium
SIND-019-A-PZ,21.95,Basalt weathered/fractured,greyish black,medium to coarse
SIND-019-A-PZ,26.5,Basalt fractured,brown,coarse
SIND-019-A-PZ,33.85,Basalt hard,black,hard
SIND-019-B-PZ,3.35,Topsoil,black,fine
SIND-019-B-PZ,7.62,Clay with interbeds of sand,yellowish brown,fine
SIND-019-B-PZ,9.75,Basalt highly weathered,dull brown,fine to medium
SIND-019-B-PZ,14.65,Basalt weathered,brown,fine to medium
SIND-019-B-PZ,27.45,Basalt weathered/fractured,greyish black,fine to medium
SIND-019-B-PZ,36.6,Massive Basalts,black,hard
SIND-019-B-PZ,48.6,Basalt vesicular,greyish black,fine to medium
SIND-019-B-PZ,55.75,Basalt fractured,dull brown,coarse
SIND-019-B-PZ,58.73,Basalt hard,black,hard
SIND-019-B-PZ,86.3,Basalt hard,black,hard
SIND-019-B-PZ,91.45,Basalt weathered,brown,fine to medium
SIND-019-B-PZ,94.2,Basalt fractured,greyish black,coarse
SIND-019-B-PZ,94.82,Massive Basalts,black,hard
SIND-019-C-PZ,2.45,Topsoil,black,very fine
SIND-019-C-PZ,6.7,Clay with interbeds of sand,yellowish brown,fine
SIND-019-C-PZ,9.6,Basalt highly weathered,greyish black,fine to medium
SIND-019-C-PZ,15.25,Basalt weathered,brown,fine to medium
SIND-019-C-PZ,30.0,Basalt weathered/fractured,brown,fine to medium
SIND-019-C-PZ,36.9,Basalt hard,black,hard
SIND-019-C-PZ,46.05,Basalt vesicular,greyish black,fine to medium
SIND-019-C-PZ,50.6,Basalt vesicular,greyish black,fine to medium
SIND-019-C-PZ,59.75,Basalt weathered/fractured,brown,fine to medium
SIND-019-C-PZ,62.5,Massive Basalts,black,hard
SIND-020-PZ,1.5,Topsoil,black,very fine
SIND-020-PZ,7.65,Clay soft,yellow,very fine
SIND-020-PZ,9.75,Clay with interbeds of sand,yellow,fine
SIND-020-PZ,11.5,Basalt weathered,greyish black,fine to medium
SIND-020-PZ,15.25,Basalt fractured,greyish black,coarse
SIND-020-PZ,20.5,Basalt weathered/fractured,greyish black,fine to medium
SIND-020-PZ,33.85,Massive Basalts,black,hard
SIND-021-PZ,0.9,Topsoil,black,very fine
SIND-021-PZ,1.85,Clay with thin gravel layer,yellow,fine to medium
SIND-021-PZ,4.9,Basalt weathered,brown,fine to medium
SIND-021-PZ,8.0,Basalt weathered/fractured,brown,fine to medium
SIND-021-PZ,11.6,Basalt hard,greyish black,hard
SIND-021-PZ,12.5,Red bole,red,fine to medium
SIND-021-PZ,19.2,Basalt weathered,brown,fine to medium
SIND-021-PZ,24.1,Basalt weathered/fractured,brown,fine to medium
SIND-021-PZ,41.15,Basalt hard,black,hard
SIND-021-PZ,48.15,Basalt weathered,brown,fine to medium
SIND-021-PZ,52.75,Basalt fractured,brown,coarse
SIND-022-PZ,0.9,Basalt highly weathered,brown,fine to medium
SIND-022-PZ,14.65,Basalt fractured,brown,coarse
SIND-022-PZ,18.3,Basalt hard,black,hard
SIND-022-PZ,24.0,Basalt vesicular,greyish black,fine to medium
SIND-022-PZ,29.0,Basalt weathered,brown,fine to medium
SIND-022-PZ,33.85,Basalt hard,black,hard
SIND-023-PZ,0.9,Topsoil,black,very fine
SIND-023-PZ,4.0,Basalt weathered,brown,fine to medium
SIND-023-PZ,15.0,Basalt fractured,brown,coarse
SIND-023-PZ,25.0,Basalt hard,black,hard
SIND-023-PZ,26.5,Red bole,red,fine to medium
SIND-023-PZ,32.0,Basalt weathered,greyish black,fine to medium
SIND-023-PZ,36.5,Basalt weathered,brown,fine to medium
SIND-023-PZ,38.4,Basalt hard,black,hard
SIND-024-PZ,2.5,Basalt weathered,brown,fine to medium
SIND-024-PZ,4.6,Basalt vesicular,brown,fine to medium
SIND-024-PZ,6.1,Basalt weathered,greyish black,fine to medium
SIND-024-PZ,9.75,Basalt vesicular,brown,fine to medium
SIND-024-PZ,13.4,Basalt weathered/fractured,brown,fine to medium
SIND-024-PZ,22.0,Basalt hard,black,hard
SIND-024-PZ,27.45,Basalt vesicular,brown,fine to medium
SIND-024-PZ,32.0,Basalt fractured,brown,coarse
SIND-024-PZ,37.8,Basalt hard,black,hard
SIND-024-PZ,38.4,Red bole,red,fine to medium
SIND-025-PZ,2.45,B.C.soil,black,very fine
SIND-025-PZ,5.5,Clay with interbeds of sand,yellow,fine
SIND-025-PZ,8.0,jointed basalt,greyish black,fine to medium
SIND-025-PZ,14.65,Basalt hard,black,hard
SIND-025-PZ,19.2,Massive Basalts,greyish black,hard
SIND-025-PZ,22.85,red bole +vecicular basalt,reddish brown,fine to medium
SIND-025-PZ,26.0,Basalt weathered/fractured,greyish black,fine to medium
SIND-025-PZ,32.0,Basalt weathered,brown,fine to medium
SIND-025-PZ,38.4,Massive Basalts,black,hard
SIND-026-PZ,2.15,B.C.soil,black,very fine
SIND-026-PZ,6.15,Clay,yellow,very fine
SIND-026-PZ,9.75,Gravel,greyish black,gravel
SIND-026-PZ,11.9,Basalt weathered/fractured,greyish black,fine to medium
SIND-026-PZ,12.8,Basalt highly weathered,brown,fine to medium
SIND-026-PZ,17.0,Basalt weathered,brown,fine to medium
SIND-026-PZ,27.0,Basalt weathered/fractured,dull brown,fine to medium
SIND-026-PZ,43.3,Basalt hard,black,hard
SIND-026-PZ,48.15,Basalt weathered,greyish black,fine to medium
SIND-027-PZ,2.0,Topsoil,black,very fine
SIND-027-PZ,10.65,Clay with interbeds of sand,yellow,fine
SIND-027-PZ,11.85,Gravel with sand,yellowish brown,gravel
SIND-027-PZ,14.65,Basalt hard,black,hard
SIND-027-PZ,16.65,Basalt weathered,brown,fine to medium
SIND-027-PZ,24.0,Basalt weathered/fractured,brown,medium
SIND-027-PZ,33.85,Massive Basalts,black,hard
SIND-027-PZ,38.4,Massive Basalts,black,hard
SIND-027-PZ,43.3,Basalt weathered,brown,fine to medium
SIND-028-PZ,1.8,B.C.soil,black,very fine
SIND-028-PZ,5.15,Clay with thin gravel layer,yellow,fine to medium
SIND-028-PZ,10.65,Clay with interbeds of sand,yellow,fine to medium
SIND-028-PZ,15.0,Basalt weathered,brown,fine to medium
SIND-028-PZ,19.8,Basalt fractured,brown,coarse
SIND-028-PZ,24.0,Basalt hard,black,hard
SIND-028-PZ,33.85,Massive Basalts,greyish black,hard
SIND-028-PZ,38.4,Basalt weathered,brown,fine to medium
SIND-029-PZ,1.8,B.C.soil,black,sorted
SIND-029-PZ,10.0,Clay with thin gravel layer,yellow,fine to medium
SIND-029-PZ,12.8,Gravel with sand,yellowish brown,gravel
SIND-029-PZ,16.75,Basalt weathered,brown,fine to medium
SIND-029-PZ,23.0,Basalt fractured,brown,coarse
SIND-029-PZ,33.85,Basalt hard,black,hard
SIND-030-PZ,1.2,B.C.soil,black,very fine
SIND-030-PZ,9.0,Clay with thin gravel layer,yellow,fine to medium
SIND-030-PZ,10.35,Gravel with sand,yellowish brown,gravel
SIND-030-PZ,12.8,Basalt weathered,brown,fine to medium
SIND-030-PZ,14.65,Basalt fractured,greyish black,coarse
SIND-030-PZ,18.0,Basalt hard,black,hard
SIND-030-PZ,20.75,Basalt weathered +red bole,reddish brown,fine to medium
SIND-030-PZ,24.0,Basalt fractured,greyish black,coarse
SIND-030-PZ,33.85,Basalt hard,black,hard
SIND-031-PZ,0.6,Topsoil,black,very fine
SIND-031-PZ,1.8,Basalt weathered,greyish black,fine to medium
SIND-031-PZ,5.8,Basalt weathered/fractured,brown,fine to medium
SIND-031-PZ,20.75,Basalt hard,black,hard
SIND-031-PZ,32.0,Basalt fractured,brown,coarse
SIND-031-PZ,37.8,Massive Basalts,black,gravel
SIND-031-PZ,38.4,Red bole,red,fine to medium
SIND-031-PZ,22222.0,Basalt vesicular,dull brown,fine to medium
SIND-032-PZ,8.25,Clay with interbeds of sand,yellow,fine
SIND-032-PZ,10.0,Sandstone hard,brown,medium to coarse
SIND-032-PZ,11.3,Clay with interbeds of sand,dull brown,fine to medium
SIND-032-PZ,11.5,Clay,black,very fine
SIND-032-PZ,17.7,Basalt highly weathered,greyish black,fine to medium
SIND-032-PZ,24.0,Basalt vesicular,dull brown,coarse to very coarse
SIND-032-PZ,29.0,Basalt weathered,dull brown,medium
SIND-032-PZ,33.85,Basalt fractured,light brown,gravel
SIND-032-PZ,38.4,Basalt,greyish black,medium to coarse
SIND-033-PZ,1.8,B.C.soil,black,very fine
SIND-033-PZ,7.6,Clay with thin gravel layer,yellow,fine to medium
SIND-033-PZ,11.3,Clay with interbeds of sand,yellow,fine
SIND-033-PZ,13.4,Gravel with sand,yellow,gravel
SIND-033-PZ,14.65,Gravel with thin clay,yellow,gravel
SIND-033-PZ,17.4,Basalt highly weathered,brown,fine to medium
SIND-033-PZ,19.2,Basalt fractured,brown,coarse
SIND-033-PZ,22.5,Basalt hard,black,hard
SIND-033-PZ,26.5,Basalt vesicular,dull brown,fine to medium
SIND-033-PZ,29.0,Basalt fractured,brown,coarse
SIND-033-PZ,33.85,Massive Basalts,black,hard
SIND-034-PZ,2.15,B.C.soil,black,very fine
SIND-034-PZ,6.4,Clay,yellow,very fine
SIND-034-PZ,8.55,Gravel with sand,yellow,gravel
SIND-034-PZ,10.65,Clay with thin gravel layer,yellow,fine to medium
SIND-034-PZ,13.75,Basalt highly weathered,greyish black,fine to medium
SIND-034-PZ,17.05,Basalt weathered +red bole,reddish brown,fine to medium
SIND-034-PZ,18.3,Basalt fractured,greyish black,coarse
SIND-034-PZ,19.2,Red bole +weathered basalt,reddish brown,fine to medium
SIND-034-PZ,25.3,Basalt weathered,greyish black,fine to medium
SIND-034-PZ,31.1,Basalt fractured,greyish black,coarse
SIND-034-PZ,38.4,Basalt hard,black,hard
SIND-035-NEW,13.72,yellow sandy soil,yellow,regular
SIND-035-NEW,18.3,Gneiss fractured,yellow,regular
SIND-035-NEW,19.82,bolder,black,uneven
SIND-035-NEW,20.75,Red bole,red,regular
SIND-035-NEW,22.0,Basalt weathered,greyish black,subheadrd
SIND-035-NEW,35.0,Massive Basalts,black,subheadrd
SIND-035-NEW,45.15,Massive Basalts,black,sucheadrd
SIND-035-NEW,48.8,Massive Basalts,black,subheadrd
SIND-035-NEW,53.4,Basalt weathered,green,subheadrd
SIND-035-PZ,0.9,Topsoil,black,very fine
SIND-035-PZ,6.0,Clay with interbeds of sand,yellow,fine to medium
SIND-035-PZ,8.85,Clay with interbeds of sand,yellow,fine to medium
SIND-035-PZ,11.6,Basalt hard,black,hard
SIND-035-PZ,12.8,Red bole,red,fine to medium
SIND-035-PZ,17.1,Basalt weathered,brown,fine to medium
SIND-035-PZ,26.5,Basalt weathered/fractured,brown,medium to coarse
SIND-035-PZ,38.4,Basalt hard,black,hard
SIND-036-PZ,1.5,Vesicular Basalts,brown,medium to coarse
SIND-036-PZ,5.0,Basalt fractured,brown,medium to coarse
SIND-036-PZ,6.0,Basalt hard,black,fine to medium
SIND-036-PZ,15.0,Basalt weathered,dull brown,coarse
SIND-036-PZ,20.75,Basalt fractured,greyish black,coarse to very coarse
SIND-036-PZ,54.6,Basalt hard,greyish black,fine
SIND-036-PZ,55.2,Red bole,red,fine
SIND-036-PZ,59.45,Basalt weathered,dull brown,fine to medium
SIND-036-PZ,63.41,Basalt weathered,brown,medium to coarse
SIND-037-PZ,0.6,Topsoil,black,very fine
SIND-037-PZ,3.0,Basalt weathered,brown,fine to medium
SIND-037-PZ,9.75,jointed basald,greyish black,coarse
SIND-037-PZ,23.8,Massive Basalts,black,hard
SIND-037-PZ,29.0,Basalt weathered,brown,fine
SIND-037-PZ,35.0,Basalt weathered/fractured,brown,medium to coarse
SIND-037-PZ,38.4,Massive Basalts,black,hard
SIND-038-PZ,1.5,Topsoil,black,very fine
SIND-038-PZ,3.65,Basalt highly weathered,greyish black,fine to medium
SIND-038-PZ,4.6,Basalt weathered,greyish black,fine
SIND-038-PZ,6.1,Basalt weathered/fractured,greyish black,medium
SIND-038-PZ,16.8,Basalt hard,brown,hard
SIND-038-PZ,18.0,Red bole,red,fine to medium
SIND-038-PZ,24.0,Basalt weathered,greyish black,fine to medium
SIND-038-PZ,33.55,Basalt fractured,greyish black,coarse
SIND-038-PZ,38.7,Basalt hard,black,hard
SIND-039-A-PZ,0.61,B.C.soil,black,very fine
SIND-039-A-PZ,2.15,Basalt weathered,greyish black,fine to medium
SIND-039-A-PZ,6.1,Basalt weathered/fractured,greyish black,medium
SIND-039-A-PZ,9.15,Basalt hard,black,hard
SIND-039-A-PZ,14.0,Basalt weathered,brown,fine to medium
SIND-039-A-PZ,28.65,Basalt vesicular,brown,fine to medium
SIND-039-A-PZ,33.15,Basalt weathered/fractured,brown,medium
SIND-039-A-PZ,45.15,Basalt hard,black,hard
SIND-039-A-PZ,50.6,Basalt vesicular,brown,fine to medium
SIND-039-A-PZ,55.2,Basalt weathered/fractured,greyish black,medium
SIND-039-A-PZ,64.65,Massive Basalts,black,hard
SIND-039-B-PZ,0.6,B.C.soil,black,very fine
SIND-039-B-PZ,1.85,Basalt weathered,brown,fine to medium
SIND-039-B-PZ,4.9,Basalt weathered/fractured,greyish black,medium
SIND-039-B-PZ,7.95,Basalt hard,black,hard
SIND-039-B-PZ,11.6,Basalt weathered,brown,fine to medium
SIND-039-B-PZ,27.75,Basalt vesicular,brown,fine to medium
SIND-039-B-PZ,35.05,Basalt fractured,brown,coarse
SIND-039-B-PZ,46.05,Basalt hard,black,hard
SIND-039-B-PZ,50.6,Basalt vesicular,brown,fine to medium
SIND-039-B-PZ,53.35,Basalt fractured,brown,coarse
SIND-039-B-PZ,78.05,Massive Basalts,black,hard
SIND-039-B-PZ,106.4,Massive Basalts,black,hard
SIND-039-B-PZ,108.55,Basalt highly weathered,brown,fine to medium
SIND-039-B-PZ,110.35,Basalt weathered,greyish black,fine to medium
SIND-039-B-PZ,114.65,Basalt fractured,greyish black,coarse
SIND-039-B-PZ,117.38,Massive Basalts,black,hard
SIND-040-PZ,0.9,B.C. Soil,black,very fine
SIND-040-PZ,1.85,Basalt weathered,greyish black,fine to medium
SIND-040-PZ,6.7,Basalt weathered/fractured,brown,medium
SIND-040-PZ,8.85,Basalt hard,black,hard
SIND-040-PZ,9.75,Basalt weathered,greyish black,fine to medium
SIND-040-PZ,17.4,Basalt vesicular,brown,fine to medium
SIND-040-PZ,22.85,Basalt weathered/fractured,brown,medium
SIND-040-PZ,32.6,Basalt fractured,brown,coarse
SIND-040-PZ,35.0,Basalt hard,black,hard
SIND-040-PZ,45.75,Massive Basalts,black,hard
SIND-040-PZ,49.1,Basalt fractured,brown,coarse
SIND-040-PZ,51.85,Basalt fractured,brown,coarse
SIND-040-PZ,60.06,Massive Basalts,black,hard
SIND-34-PTW-NEW,5.0,Black cotton soil,black,fine
SIND-34-PTW-NEW,7.6,yellow sandy soil,yellow,fine
SIND-34-PTW-NEW,12.0,Basalt weathered,greyish black,medium
SIND-34-PTW-NEW,25.9,Massive Basalts,black,medium
SIND-34-PTW-NEW,27.45,Red bole,red,fine
SIND-34-PTW-NEW,30.0,Basalt weathered,black,medium
SIND-34-PTW-NEW,39.0,Massive Basalts,black,medium
SIND-34-PTW-NEW,41.15,Basalt weathered,greyish black,medium
SIND-34-PTW-NEW,44.8,Massive Basalts,black,medium
SIND-PTW38-PZ,1.5,BLACK COTTON,black,fine
SIND-PTW38-PZ,7.1,YELLOW SANDY SOIL,yellow,medium
SIND-PTW38-PZ,8.15,Clay soft,grey,medium
SIND-PTW38-PZ,10.7,Basalt weathered,greyish black,medium
SIND-PTW38-PZ,12.12,JOINT BASALT,black,fine
SIND-PTW38-PZ,19.0,Massive Basalts,black,fine
SIND-PTW38-PZ,20.2,Red bole,red,fine
SIND-PTW38-PZ,32.36,Basalt weathered,grey,medium
SIND-PTW38-PZ,33.35,Massive Basalts,black,medium
SIND-PTW-01NEW,2.0,black cotton soil,black,fine
SIND-PTW-01NEW,5.0,yellow sandy soil,yellow,fine
SIND-PTW-01NEW,8.5,Basalt weathered,greyish black,medium
SIND-PTW-01NEW,12.0,Basalt fractured,black,medium
SIND-PTW-01NEW,28.5,Massive Basalts,black,medium
SIND-PTW-01NEW,32.0,Massive Basalts,black,medium
SIND-PTW-01NEW,35.1,Basalt weathered,greyish black,medium
SIND-PTW-01NEW,36.1,Massive Basalts,black,medium
SIND-PTW-07,0.55,Black cotton soil,black,fine
SIND-PTW-07,4.0,Basalt weathered,greyish black,medium
SIND-PTW-07,12.0,Massive Basalts,black,fine to medium
SIND-PTW-07,24.0,Basalt weathered,black,medium
SIND-PTW-07,30.0,Massive Basalts,black,medium
SIND-PTW-07,34.0,Massive Basalts,black,medium
SIND-PTW-07,40.0,Basalt weathered,greyish black,medium
SIND-PTW-07,42.68,Massive Basalts,black,medium
SIND-PTW-18,0.3,Black cotton soil,black,fine
SIND-PTW-18,13.2,Basalt weathered,greyish black,medium
SIND-PTW-18,14.35,Red bole,red,fine
SIND-PTW-18,15.5,Basalt weathered,grey,medium
SIND-PTW-18,45.0,Massive Basalts,black,medium
SIND-PTW-18,48.0,Basalt weathered,greyish black,medium
SIND-PTW-18,50.2,Basalt hard,black,medium
SIND-PTW-21-NEW,0.9,Black cotton soil,black,fine
SIND-PTW-21-NEW,3.0,Basalt highly weathered,dull brown,medium
SIND-PTW-21-NEW,6.7,Basalt weathered,greyish black,medium
SIND-PTW-21-NEW,11.0,Massive Basalts,black,medium
SIND-PTW-21-NEW,15.0,Basalt vesicular,greyish black,medium
SIND-PTW-21-NEW,23.0,Basalt weathered,greyish black,medium
SIND-PTW-21-NEW,30.0,Basalt fractured,black,medium
SIND-PTW-21-NEW,36.0,Massive Basalts,black,medium
SIND-PTW-21-NEW,39.0,Basalt weathered,greyish black,medium
SIND-PTW-21-NEW,41.55,Massive Basalts,black,medium
CHHAT.008-PZ,1.0,Topsoil,yellow,coarse
CHHAT.008-PZ,7.0,Topsoil,yellow,coarse
CHHAT.008-PZ,10.0,Topsoil,reddish brown,coarse to very coarse
CHHAT.008-PZ,12.5,Granite fractured,brown,fine to medium
CHHAT.008-PZ,17.0,Granite hard,brown,fine to medium
CHHAT.008-PZ,22.0,Granite,brown,fine to medium
CHHAT.008-PZ,30.0,Granite hard,brown,fine to medium
CHHAT001-PZ,6.0,Basalt highly weathered,black,fine
CHHAT001-PZ,15.0,Clay,yellowish brown,medium
CHHAT001-PZ,21.5,Gravel,reddish brown,medium
CHHAT001-PZ,37.5,Intertrappean,reddish brown,medium
CHHAT002-PZ,9.0,Clay,yellowish brown,coarse
CHHAT002-PZ,15.0,Laterite,brown,coarse
CHHAT002-PZ,22.7,Gravel,brown,coarse
CHHAT002-PZ,42.0,Laterite,brown,medium
CHHAT002-PZ,45.0,Laterite,brown,medium
CHHAT003-PZ,4.5,Granite weathered/fractured,reddish brown,medium
CHHAT003-PZ,11.3,Granite weathered/fractured,yellow,medium
CHHAT003-PZ,22.2,Granite fractured,reddish brown,medium
CHHAT003-PZ,26.7,Granite hard,reddish brown,fine
CHHAT003-PZ,32.7,Granite hard,grey,fine
CHHAT003-PZ,44.6,Granite hard,reddish brown,fine
CHHAT004-PZ,1.5,Clay with interbeds of sand,brown,coarse
CHHAT004-PZ,13.0,Granite weathered,reddish brown,coarse
CHHAT004-PZ,25.3,Granite weathered/fractured,reddish brown,medium
CHHAT004-PZ,31.3,Granite,reddish brown,medium
CHHAT004-PZ,36.0,Granite weathered,reddish brown,fine
CHHAT005-PZ,9.0,Granite weathered,reddish brown,medium
CHHAT005-PZ,11.6,Granite fractured,reddish brown,medium
CHHAT005-PZ,14.9,Granite fractured,reddish brown,medium
CHHAT005-PZ,20.9,Granite weathered/fractured,reddish brown,fine
CHHAT005-PZ,47.8,Granite hard,reddish brown,fine
CHHAT006-PZ,3.0,Topsoil,black,medium
CHHAT006-PZ,7.5,Topsoil,yellowish brown,medium
CHHAT006-PZ,13.5,Clay,yellow,medium
CHHAT006-PZ,16.5,Granite weathered,grey,medium
