well_id,depth_to_m,lithology,colour,texture
CHHAT006-PZ,20.0,Granite fractured,grey,medium
CHHAT006-PZ,29.0,Granite,reddish brown,fine
CHHAT006-PZ,40.2,Granite hard,reddish brown,fine
CHHAT007-PZ,5.0,Topsoil,grey,fine
CHHAT007-PZ,7.0,Granite weathered,light brown,medium to coarse
CHHAT007-PZ,10.0,Granite hard,light brown,medium to coarse
CHHAT007-PZ,12.0,Granite hard,light brown,medium to coarse
CHHAT007-PZ,15.0,Granite hard,light brown,medium to coarse
CHHAT007-PZ,30.0,Granite hard,light brown,medium to coarse
BPL001-OW,3.0,Topsoil,black,fine
BPL001-OW,7.7,Basalt highly weathered,greyish black,coarse to very coarse
BPL001-OW,10.1,Basalt weathered/fractured,grey,hard
BPL002-OW,3.0,Topsoil,black,fine
BPL002-OW,6.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL003-OW,2.0,Topsoil,black,fine
BPL003-OW,5.3,Basalt highly weathered,grey,coarse to very coarse
BPL003-OW,8.5,Basalt fractured,greyish black,hard
BPL004-OW,2.0,Topsoil,greyish black,fine
BPL004-OW,4.4,Basalt highly weathered,grey,coarse to very coarse
BPL004-OW,7.35,Basalt fractured,greyish black,hard
BPL005-OW,3.0,Topsoil,black,fine
BPL005-OW,6.45,Basalt highly weathered,grey,coarse to very coarse
BPL005-OW,10.45,Basalt fractured,greyish black,hard
BPL006A-OW,2.5,Topsoil,black,fine
BPL006A-OW,6.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL006A-OW,11.3,Basalt hard,grey,hard
BPL007A-OW,3.0,Topsoil,black,fine
BPL007A-OW,5.9,Basalt highly weathered,brown,coarse to very coarse
BPL007A-OW,10.7,Basalt weathered/fractured,greyish black,hard
BPL008A-OW,3.0,Topsoil,black,fine
BPL008A-OW,10.1,Basalt highly weathered,greyish black,coarse to very coarse
BPL009-OW,3.0,Topsoil,brown,fine
BPL009-OW,8.1,Sandstone highly weathered,reddish brown,medium to coarse
BPL009-OW,9.0,Sandstone fractured,red,hard
BPL010A-OW,2.0,Topsoil,black,fine
BPL010A-OW,4.3,Basalt highly weathered,grey,coarse to very coarse
BPL010A-OW,15.5,Basalt weathered/fractured,greyish black,hard
BPL011A-OW,3.0,Topsoil,black,fine
BPL011A-OW,7.1,Basalt highly weathered,dull brown,coarse to very coarse
BPL011A-OW,8.7,Basalt fractured,greyish black,hard
BPL012A-OW,3.0,Topsoil,black,fine
BPL012A-OW,8.7,Basalt highly weathered,dull brown,coarse to very coarse
BPL012A-OW,13.2,Basalt weathered/fractured,greyish black,hard
BPL013-OW,3.0,Topsoil,black,fine
BPL013-OW,6.5,Basalt highly weathered,grey,coarse to very coarse
BPL013-OW,7.65,Basalt fractured,greyish black,hard
BPL014A-OW,2.0,Topsoil,black,fine
BPL014A-OW,5.95,Basalt highly weathered,grey,coarse to very coarse
BPL014A-OW,13.45,Basalt fractured,greyish black,hard
BPL015-OW,2.5,Topsoil,black,fine
BPL015-OW,6.1,Basalt highly weathered,grey,coarse to very coarse
BPL015-OW,7.95,Basalt fractured,grey,gravel
BPL016A-OW,2.5,Topsoil,black,fine
BPL016A-OW,6.05,Basalt highly weathered,greyish black,coarse to very coarse
BPL016A-OW,6.9,Basalt hard,grey,hard
BPL017A-OW,2.0,Topsoil,black,fine
BPL017A-OW,4.0,Basalt highly weathered,dull brown,coarse to very coarse
BPL017A-OW,8.1,Basalt fractured,greyish black,coarse to very coarse
BPL018-OW,3.0,Topsoil,greyish black,fine
BPL018-OW,5.24,Basalt highly weathered,grey,coarse to very coarse
BPL019-OW,2.5,Topsoil,black,fine
BPL019-OW,5.9,Basalt highly weathered,greyish black,coarse to very coarse
BPL019-OW,11.95,Basalt fractured,greyish black,hard
BPL020A-OW2016,3.0,Topsoil,brown,fine
BPL020A-OW2016,8.6,Sandstone weathered,reddish brown,coarse to very coarse
BPL021A-OW,3.0,Topsoil,black,fine
BPL021A-OW,6.0,Basalt highly weathered,grey,coarse to very coarse
BPL021A-OW,7.0,Basalt fractured,greyish black,gravel
BPL022-OW,3.0,Topsoil,black,fine
BPL022-OW,8.3,Basalt highly weathered,grey,coarse to very coarse
BPL022-OW,11.6,Basalt fractured,greyish black,hard
BPL023-OW,2.0,Topsoil,black,fine
BPL023-OW,3.8,Basalt highly weathered,grey,coarse to very coarse
BPL023-OW,9.0,Basalt fractured,greyish black,gravel
BPL024A-OW,2.5,Topsoil,black,fine
BPL024A-OW,4.7,Basalt highly weathered,grey,coarse to very coarse
BPL024A-OW,8.2,Basalt,greyish black,hard
BPL025-OW,1.5,Topsoil,black,fine
BPL025-OW,5.25,Basalt highly weathered,greyish black,coarse to very coarse
BPL025-OW,5.65,Basalt fractured,grey,hard
BPL026-OW,2.5,Topsoil,black,fine
BPL026-OW,5.2,Basalt highly weathered,grey,coarse to very coarse
BPL026-OW,10.0,Basalt fractured,greyish black,hard
BPL027A-OW,3.0,Topsoil,black,fine
BPL027A-OW,4.4,Basalt highly weathered,greyish black,coarse to very coarse
BPL027A-OW,11.8,Basalt fractured,grey,hard
BPL028A-OW2016,3.0,Topsoil,black,fine
BPL028A-OW2016,7.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL028A-OW2016,9.6,Basalt fractured,greyish black,hard
BPL029A-OW,3.0,Topsoil,black,fine
BPL029A-OW,9.2,Basalt highly weathered,greyish black,coarse to very coarse
BPL029A-OW,12.0,Basalt fractured,greyish black,hard
BPL030-OW,3.0,Topsoil,black,fine
BPL030-OW,8.3,Basalt highly weathered,grey,coarse to very coarse
BPL030-OW,11.95,Basalt,greyish black,hard
BPL031A-OW2016,2.9,Basalt highly weathered,black,fine
BPL031A-OW2016,12.0,Basalt fractured,greyish black,coarse to very coarse
BPL032A-OW,1.5,Topsoil,black,fine
BPL032A-OW,5.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL032A-OW,10.2,Basalt fractured,greyish black,gravel
BPL033A-OW,3.0,Topsoil,black,fine
BPL033A-OW,10.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL033A-OW,12.75,Basalt fractured,grey,hard
BPL034-OW,2.5,Topsoil,black,fine
BPL034-OW,5.45,Basalt highly weathered,greyish black,coarse to very coarse
BPL034-OW,7.6,Basalt fractured,greyish black,hard
BPL035-OW,3.0,Topsoil,black,fine
BPL035-OW,5.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL035-OW,9.9,Basalt fractured,grey,gravel
BPL036A-OW,3.5,Topsoil,black,fine
BPL036A-OW,7.15,Basalt hard,greyish black,coarse to very coarse
BPL036A-OW,8.45,Basalt,grey,hard
BPL037-OW,3.0,Topsoil,black,fine
BPL037-OW,12.15,Basalt highly weathered,greyish black,coarse to very coarse
BPL037-OW,13.2,Basalt fractured,greyish black,hard
BPL038A-OW2016,3.0,Topsoil,black,fine
BPL038A-OW2016,8.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL038A-OW2016,11.5,Basalt fractured,grey,hard
BPL039-OW,2.5,Topsoil,black,fine
BPL039-OW,6.35,Basalt highly weathered,greyish black,coarse to very coarse
BPL039-OW,11.3,Basalt,grey,hard
BPL040-OW,3.0,Topsoil,black,fine
BPL040-OW,12.9,Basalt highly weathered,greyish black,coarse to very coarse
BPL040-OW,13.7,Basalt,dull brown,hard
BPL041A-OW,1.5,Topsoil,black,fine
BPL041A-OW,3.95,Basalt highly weathered,greyish black,coarse to very coarse
BPL041A-OW,11.0,Basalt fractured,greyish black,hard
BPL042-OW,2.0,Topsoil,black,fine
BPL042-OW,8.2,Basalt highly weathered,grey,coarse to very coarse
BPL042-OW,16.2,Basalt fractured,grey,hard
BPL043-OW,2.0,Topsoil,black,coarse to very coarse
BPL043-OW,6.2,Basalt highly weathered,grey,fine
BPL043-OW,10.3,Basalt weathered,grey,fine
BPL044-OW,2.0,Topsoil,black,fine
BPL044-OW,6.85,Basalt highly weathered,grey,coarse to very coarse
BPL044-OW,7.5,Basalt fractured,grey,hard
BPL045A-OW2016,2.5,Topsoil,black,fine
BPL045A-OW2016,6.15,Basalt highly weathered,grey,coarse to very coarse
BPL045A-OW2016,10.45,Basalt fractured,greyish black,gravel
BPL046A-OW2016,3.0,Topsoil,black,fine
BPL046A-OW2016,7.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL046A-OW2016,8.55,Basalt fractured,greyish black,hard
BPL047A-OW2016,3.0,Topsoil,black,fine
BPL047A-OW2016,6.4,Basalt highly weathered,greyish black,coarse to very coarse
BPL047A-OW2016,8.4,Basalt fractured,greyish black,hard
BPL048A-OW2016,1.5,Topsoil,black,fine
BPL048A-OW2016,5.3,Basalt highly weathered,grey,coarse to very coarse
BPL048A-OW2016,13.2,Basalt fractured,greyish black,hard
BPL049-OW,3.0,Topsoil,black,fine
BPL049-OW,5.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL049-OW,9.2,Basalt fractured,grey,hard
BPL050-OW,3.0,Topsoil,brown,fine
BPL050-OW,7.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL050-OW,13.55,Basalt,greyish black,hard
BPL051-OW,2.5,Topsoil,black,fine
BPL051-OW,6.55,Basalt highly weathered,grey,coarse to very coarse
BPL051-OW,10.55,Basalt,greyish black,hard
BPL052A-OW,3.0,Topsoil,black,fine
BPL052A-OW,9.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL052A-OW,11.35,Basalt hard,greyish black,fine to medium
BPL053A-OW,2.5,Topsoil,black,fine
BPL053A-OW,8.55,Basalt highly weathered,grey,coarse to very coarse
BPL053A-OW,9.4,Basalt,greyish black,hard
BPL054-OW,3.0,Topsoil,black,fine
BPL054-OW,8.55,Basalt highly weathered,greyish black,coarse to very coarse
BPL054-OW,10.2,Basalt fractured,grey,hard
BPL055-OW2016,3.0,Topsoil,black,fine
BPL055-OW2016,8.1,Basalt highly weathered,greyish black,coarse to very coarse
BPL055-OW2016,9.0,Basalt fractured,grey,hard
BPL056A-OW2016,2.5,Topsoil,black,fine
BPL056A-OW2016,5.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL056A-OW2016,10.5,Basalt fractured,greyish black,hard
BPL057A-OW2016,1.5,Topsoil,brown,fine to medium
BPL057A-OW2016,6.0,Sandstone highly weathered,light brown,coarse to very coarse
BPL057A-OW2016,9.4,Sandstone fractured,reddish brown,hard
BPL058A-OW,2.5,Topsoil,black,fine
BPL058A-OW,5.2,Basalt highly weathered,grey,coarse to very coarse
BPL058A-OW,6.3,Basalt weathered/fractured,greyish black,hard
BPL059-OW,2.0,Topsoil,black,fine
BPL059-OW,5.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL059-OW,8.7,Basalt fractured,greyish black,hard
BPL060-OW,2.5,Topsoil,brown,fine to medium
BPL060-OW,5.05,Sandstone highly weathered,light brown,coarse to very coarse
BPL060-OW,15.3,Sandstone hard,reddish brown,hard
BPL061-OW,1.5,Topsoil,dull brown,fine to medium
BPL061-OW,4.1,Sandstone highly weathered,reddish brown,coarse to very coarse
BPL061-OW,5.4,Sandstone hard,reddish brown,hard
BPL062A-OW,2.0,Topsoil,black,fine
BPL062A-OW,5.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL062A-OW,6.75,Basalt fractured,grey,hard
BPL063-OW,3.0,Topsoil,dull brown,fine to medium
BPL063-OW,9.1,Sandstone highly weathered,light brown,coarse to very coarse
BPL063-OW,10.8,Sandstone fractured,reddish brown,hard
BPL064A-OW2016,3.0,Topsoil,black,fine
BPL064A-OW2016,8.0,Basalt weathered/fractured,greyish black,hard
BPL065A-OW,2.5,Topsoil,brown,fine
BPL065A-OW,6.4,Basalt highly weathered,greyish black,coarse to very coarse
BPL065A-OW,9.6,Basalt fractured,greyish black,hard
BPL066A-OW2016,2.5,Topsoil,black,fine
BPL066A-OW2016,8.5,Basalt fractured,greyish black,hard
BPL067A-OW,3.0,Topsoil,black,fine
BPL067A-OW,6.15,Basalt highly weathered,grey,coarse to very coarse
BPL067A-OW,12.5,Basalt fractured,greyish black,medium to coarse
BPL068A-OW,4.5,Topsoil,black,fine
BPL068A-OW,7.9,Basalt highly weathered,greyish black,coarse to very coarse
BPL068A-OW,14.05,Basalt hard,grey,hard
BPL069A-OW2016,3.0,Topsoil,black,fine
BPL069A-OW2016,9.7,Basalt fractured,grey,hard
BPL070-OW,1.5,Topsoil,black,fine
BPL070-OW,5.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL070-OW,12.5,Basalt,greyish black,hard
BPL071A-OW2016,3.0,Topsoil,black,fine
BPL071A-OW2016,8.2,Basalt highly weathered,greyish black,coarse to very coarse
BPL071A-OW2016,10.0,Basalt fractured,greyish black,hard
BPL072-OW,3.0,Topsoil,dull brown,fine to medium
BPL072-OW,13.7,Sandstone highly weathered,light brown,coarse to very coarse
BPL072-OW,17.4,Sandstone,reddish brown,hard
BPL073-OW,2.5,Topsoil,black,fine
BPL073-OW,6.4,Basalt highly weathered,greyish black,coarse to very coarse
BPL073-OW,7.95,Basalt,greyish black,hard
BPL074A-OW2016,3.0,Topsoil,dull brown,fine to medium
BPL074A-OW2016,9.0,Sandstone weathered/fractured,light brown,coarse to very coarse
BPL075A-OW2016,3.0,Topsoil,black,fine
BPL075A-OW2016,7.1,Basalt highly weathered,greyish black,coarse to very coarse
BPL075A-OW2016,11.5,Basalt hard,greyish black,hard
BPL076A-OW,2.5,Topsoil,black,fine
BPL076A-OW,6.9,Basalt highly weathered,grey,coarse to very coarse
BPL076A-OW,10.4,Basalt hard,greyish black,hard
BPL077-OW,1.5,Topsoil,black,fine
BPL077-OW,5.05,Basalt highly weathered,grey,coarse to very coarse
BPL077-OW,5.4,Basalt hard,grey,hard
BPL078-OW,3.0,Topsoil,black,fine
BPL078-OW,11.6,Basalt highly weathered,greyish black,coarse to very coarse
BPL078-OW,16.0,Basalt hard,greyish black,hard
BPL079A-OW2016,3.0,Topsoil,black,fine
BPL079A-OW2016,9.1,Basalt fractured,greyish black,coarse to very coarse
BPL080-OW,2.5,Topsoil,black,fine
BPL080-OW,6.45,Basalt highly weathered,greyish black,coarse to very coarse
BPL080-OW,10.75,Basalt hard,grey,gravel
BPL081-OW,8.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL081-OW,10.5,Basalt hard,grey,gravel
BPL082A-OW2016,2.5,Topsoil,black,fine
BPL082A-OW2016,3.5,Basalt highly weathered,grey,coarse to very coarse
BPL082A-OW2016,8.5,Basalt fractured,greyish black,coarse to very coarse
BPL083A-OW,2.0,Topsoil,black,fine
BPL083A-OW,4.3,Basalt highly weathered,greyish black,coarse to very coarse
BPL083A-OW,8.3,Basalt hard,grey,hard
BPL084-OW,3.0,Topsoil,black,fine
BPL084-OW,8.05,Basalt highly weathered,greyish black,coarse to very coarse
BPL084-OW,11.05,Basalt hard,grey,hard
BPL085-OW,3.0,Topsoil,black,fine
BPL085-OW,7.2,Basalt highly weathered,greyish black,coarse to very coarse
BPL085-OW,9.0,Basalt hard,greyish black,hard
BPL086A-OW2016,5.0,Topsoil,black,fine
BPL086A-OW2016,9.5,Basalt highly weathered,greyish black,coarse to very coarse
BPL087-OW,2.5,Topsoil,black,fine
BPL087-OW,6.45,Basalt highly weathered,greyish black,coarse to very coarse
BPL087-OW,9.5,Basalt hard,grey,hard
BPL088-OW,1.5,Topsoil,black,fine
BPL088-OW,5.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL089A-OW2016,2.5,Topsoil,black,fine
BPL089A-OW2016,6.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL089A-OW2016,10.1,Basalt fractured,grey,hard
BPL090A-OW,3.5,Topsoil,black,fine
BPL090A-OW,6.45,Basalt highly weathered,greyish black,coarse to very coarse
BPL090A-OW,15.1,Basalt,grey,hard
BPL091A-OW2016,2.0,Topsoil,black,fine
BPL091A-OW2016,6.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL091A-OW2016,10.5,Basalt fractured,grey,hard
BPL092A-OW2016,5.0,Topsoil,black,fine
BPL092A-OW2016,10.0,Basalt highly weathered,greyish black,coarse to very coarse
BPL092A-OW2016,14.45,Basalt fractured,grey,hard
BPL093-OW,3.0,Topsoil,black,fine
BPL093-OW,5.2,Basalt highly weathered,greyish black,coarse to very coarse
BPL093-OW,8.5,Basalt,grey,hard
BPL094-OW,1.0,Topsoil,black,fine
BPL094-OW,3.4,Basalt highly weathered,greyish black,coarse to very coarse
BPL094-OW,12.5,Basalt weathered/fractured,grey,hard
BPL095A-OW,1.0,Topsoil,black,fine
BPL095A-OW,3.4,Basalt highly weathered,grey,coarse to very coarse
BPL095A-OW,9.7,Basalt hard,greyish black,hard
BPL096A-OW2016,1.5,Topsoil,black,fine
BPL096A-OW2016,10.0,Basalt weathered/fractured,greyish black,coarse to very coarse
BPL097A-OW2016,1.25,Topsoil,black,fine
BPL097A-OW2016,3.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL097A-OW2016,11.0,Basalt hard,dull brown,hard
BPL098-OW,3.0,Topsoil,black,fine
BPL098-OW,4.8,Basalt highly weathered,greyish black,coarse to very coarse
BPL098-OW,11.7,Basalt hard,grey,hard
BPL099-OW2016,2.5,Topsoil,black,fine
BPL099-OW2016,5.5,Basalt highly weathered,grey,coarse to very coarse
BPL099-OW2016,13.0,Basalt fractured,greyish black,hard
BPL100-OW,5.0,Topsoil,black,fine
BPL100-OW,8.35,Basalt highly weathered,grey,coarse to very coarse
BPL100-OW,13.9,Basalt,greyish black,gravel
SGR001-OW,8.0,Clay with interbeds of sand,light brown,fine to medium
SGR001-OW,12.1,Granite,reddish brown,coarse to very coarse
SGR002-OW,1.3,Laterite,brown,fine
SGR002-OW,13.3,Laterite,dull brown,coarse to very coarse
SGR003-OW,1.85,Topsoil,greyish black,fine
SGR003-OW,6.0,Basalt fractured,grey,hard
SGR004-OW,5.35,Topsoil,greyish black,fine
SGR004-OW,6.9,Basalt,greyish black,fine to medium
SGR005-OW,2.0,Topsoil,brown,fine to medium
SGR005-OW,4.7,Sandstone fractured,reddish brown,medium to coarse
SGR006-OW,1.0,Topsoil,greyish black,fine
SGR006-OW,12.0,Basalt highly weathered,greyish black,medium to coarse
SGR006-OW,16.0,Basalt hard,grey,hard
SGR008-OW,4.82,Topsoil,black,fine
SGR008-OW,5.43,Basalt highly weathered,greyish black,coarse to very coarse
SGR008-OW,10.5,Basalt hard,grey,hard
SGR009-OW,3.25,Sand,light brown,fine
SGR009-OW,8.5,Sandstone highly weathered,reddish brown,medium to coarse
SGR009-OW,12.2,Sandstone hard,red,medium to coarse
SGR011-OW,12.5,Basalt highly weathered,greyish black,fine to medium
SGR012-OW,1.5,Topsoil,black,fine
SGR012-OW,9.0,Basalt highly weathered,greyish black,medium to coarse
SGR012-OW,10.05,Basalt hard,grey,hard
SGR013-OW,2.3,Topsoil,black,fine
SGR013-OW,6.0,Basalt highly weathered,greyish black,medium to coarse
SGR013-OW,8.1,Basalt hard,grey,hard
SGR014-OW,9.5,Basalt highly weathered,greyish black,fine to medium
SGR014-OW,13.85,Basalt,grey,hard
SGR015-OW,8.0,Basalt highly weathered,greyish black,medium to coarse
SGR015-OW,10.25,Basalt,grey,gravel
SGR016-OW,9.5,Topsoil,black,fine
SGR016-OW,10.1,Basalt highly weathered,greyish black,medium to coarse
SGR016-OW,12.75,Basalt,grey,gravel
SGR018-OW,3.0,Sand,light brown,fine to medium
SGR018-OW,11.7,Sandstone hard,reddish brown,medium to coarse
SGR019-OW,4.0,Basalt highly weathered,greyish black,fine to medium
SGR019-OW,8.0,Basalt,grey,hard
SGR021-OW,10.2,Laterite,reddish brown,coarse to very coarse
SGR021-OW,11.95,Sandstone,brown,fine to medium
SGR022-OW,6.9,Sandstone highly weathered,reddish brown,medium to coarse
SGR022-OW,9.2,Sandstone hard,red,hard
SGR023-OW,4.95,Sandstone highly weathered,red,medium to coarse
SGR023-OW,10.5,Sandstone hard,reddish brown,coarse to very coarse
SGR024-OW,3.4,Sandstone highly weathered,light brown,medium
SGR024-OW,15.5,Sandstone hard,reddish brown,hard
SGR025-OW,17.25,Sandstone highly weathered,light brown,medium to coarse
SGR025-OW,18.8,Sandstone hard,reddish brown,hard
SGR026-OW,7.55,Sandstone highly weathered,light brown,coarse to very coarse
SGR026-OW,9.5,Sandstone,reddish brown,medium to coarse
SGR028-OW,1.7,Topsoil,black,coarse
SGR028-OW,13.3,Basalt fractured,greyish black,fine to medium
SGR029-OW,15.0,Topsoil,black,coarse to very coarse
SGR029-OW,20.4,Basalt highly weathered,black,fine
SGR030-OW,10.0,Basalt highly weathered,greyish black,coarse to very coarse
SGR031-OW,0.9,Basalt,greyish black,fine
SGR031-OW,4.81,Basalt highly weathered,dull brown,coarse to very coarse
SGR031-OW,6.0,Basalt weathered,grey,fine to medium
SGR034-OW,9.3,Basalt highly weathered,,
SGR034-OW,9.6,Basalt,,
SGR035-OW,5.0,Basalt highly weathered,greyish black,coarse
SGR038-OW,6.5,Basalt highly weathered,black,coarse to very coarse
SGR038-OW,9.3,Basalt,greyish black,fine to medium
SGR039-OW,3.9,Basalt highly weathered,black,coarse to very coarse
SGR039-OW,10.1,Basalt,greyish black,fine
SGR041-OW,11.0,Topsoil,greyish black,medium to coarse
SGR041-OW,13.9,Basalt hard,greyish black,hard
SGR042-OW,4.95,Limestone highly weathered,greyish black,fine to medium
SGR042-OW,13.4,Limestone hard,grey,fine to medium
SGR044-OW,3.35,Basalt highly weathered,greyish black,fine
SGR044-OW,4.78,Basalt,grey,coarse to very coarse
SGR045-OW,6.5,Basalt highly weathered,grey,fine to medium
SGR045-OW,7.1,Basalt hard,greyish black,coarse to very coarse
SGR047-OW,8.0,Basalt highly weathered,greyish black,fine to medium
SGR048-OW,5.2,Basalt highly weathered,greyish black,fine to medium
SGR048-OW,8.0,Basalt hard,grey,hard
SGR049-OW,1.2,Basalt highly weathered,black,fine
SGR049-OW,6.7,Basalt fractured,greyish black,medium to coarse
SGR049-OW,13.2,Basalt hard,grey,hard
SGR050-OW,5.05,Basalt highly weathered,black,fine
SGR050-OW,5.75,Basalt fractured,greyish black,coarse to very coarse
SGR050-OW,6.6,Basalt hard,grey,hard
SGR051-OW,10.4,Basalt highly weathered,black,coarse to very coarse
SGR052-OW,11.47,Basalt hard,grey,hard
SGR052-OW,11.95,Basalt highly weathered,black,coarse to very coarse
SGR053-OW,6.9,Sandstone highly weathered,dull brown,fine to medium
SGR053-OW,8.1,Sandstone hard,reddish brown,fine to medium
SGR054-OW,7.05,Basalt highly weathered,greyish black,fine to medium
SGR054-OW,7.9,Basalt hard,grey,hard
SGR055-OW,4.0,Basalt highly weathered,black,fine to medium
SGR055-OW,6.7,Basalt fractured,greyish black,hard
SGR056-OW,16.0,Basalt highly weathered,black,coarse to very coarse
SGR057-OW,5.8,Basalt highly weathered,black,fine to medium
SGR057-OW,6.8,Basalt hard,greyish black,coarse to very coarse
SGR058-OW,7.9,Basalt highly weathered,black,fine
SGR061-OW,8.0,Basalt highly weathered,black,fine
SGR061-OW,8.5,Basalt,greyish black,hard
SGR062-OW,3.0,Topsoil,brown,fine to medium
SGR062-OW,9.8,Sandstone weathered/fractured,reddish brown,medium to coarse
SGR063-OW,12.0,Basalt highly weathered,black,fine to medium
SGR066-OW,8.8,Basalt highly weathered,black,fine to medium
SGR066-OW,9.15,Basalt fractured,greyish black,hard
SGR067-OW,6.7,Basalt highly weathered,black,fine
SGR067-OW,15.5,Basalt fractured,grey,fine to medium
SGR067-OW,19.9,Basalt hard,greyish black,hard
SGR068-OW,10.3,Basalt highly weathered,black,fine to medium
SGR071-OW,7.5,Basalt highly weathered,black,fine
SGR071-OW,8.45,Basalt fractured,grey,hard
SGR072-OW,4.65,Basalt highly weathered,black,fine
SGR072-OW,8.45,Basalt fractured,greyish black,fine to medium
SGR072-OW,11.7,Basalt hard,grey,hard
