date,rainfall_mm,well_id,lat,lon
2010-07-01,240.9,SGWL047A-OW,26.115,78.011389
2010-08-01,278.3,SGWL047A-OW,26.115,78.011389
2010-09-01,172.0,SGWL047A-OW,26.115,78.011389
2010-10-01,11.799999999999999,SGWL047A-OW,26.115,78.011389
2010-11-01,86.0,SGWL047A-OW,26.115,78.011389
2010-12-01,5.199999999999999,SGWL047A-OW,26.115,78.011389
2011-01-01,0.2,SGWL047A-OW,26.115,78.011389
2011-02-01,13.2,SGWL047A-OW,26.115,78.011389
2011-03-01,0.8,SGWL047A-OW,26.115,78.011389
2011-04-01,1.3,SGWL047A-OW,26.115,78.011389
2011-05-01,5.7,SGWL047A-OW,26.115,78.011389
2011-06-01,221.6,SGWL047A-OW,26.115,78.011389
2011-07-01,344.1,SGWL047A-OW,26.115,78.011389
2011-08-01,285.8,SGWL047A-OW,26.115,78.011389
2011-09-01,142.6,SGWL047A-OW,26.115,78.011389
2011-10-01,0.0,SGWL047A-OW,26.115,78.011389
2011-11-01,0.0,SGWL047A-OW,26.115,78.011389
2011-12-01,3.5,SGWL047A-OW,26.115,78.011389
2012-01-01,32.3,SGWL047A-OW,26.115,78.011389
2012-02-01,10.600000000000001,SGWL047A-OW,26.115,78.011389
2012-03-01,0.7,SGWL047A-OW,26.115,78.011389
2012-04-01,8.4,SGWL047A-OW,26.115,78.011389
2012-05-01,5.8999999999999995,SGWL047A-OW,26.115,78.011389
2012-06-01,0.0,SGWL047A-OW,26.115,78.011389
2012-07-01,310.4,SGWL047A-OW,26.115,78.011389
2012-08-01,373.59999999999997,SGWL047A-OW,26.115,78.011389
2012-09-01,120.3,SGWL047A-OW,26.115,78.011389
2012-10-01,0.6000000000000001,SGWL047A-OW,26.115,78.011389
2012-11-01,0.0,SGWL047A-OW,26.115,78.011389
2012-12-01,0.0,SGWL047A-OW,26.115,78.011389
2013-01-01,3.7,SGWL047A-OW,26.115,78.011389
2013-02-01,66.7,SGWL047A-OW,26.115,78.011389
2013-03-01,2.2,SGWL047A-OW,26.115,78.011389
2013-04-01,17.5,SGWL047A-OW,26.115,78.011389
2013-05-01,1.4,SGWL047A-OW,26.115,78.011389
2013-06-01,211.3,SGWL047A-OW,26.115,78.011389
2013-07-01,414.1,SGWL047A-OW,26.115,78.011389
2013-08-01,438.0,SGWL047A-OW,26.115,78.011389
2013-09-01,94.0,SGWL047A-OW,26.115,78.011389
2013-10-01,59.4,SGWL047A-OW,26.115,78.011389
