Well No,Well Type,District,Tahsil / Taluk,Block / Mandal,Village,Northing,Easting,Elevation of Ground Level,Aquifer Zone,Command Area,Coord Validated,geology_type,aquifer_classification
SJBP054-OW-A,Observation Well,Jabalpur,Jabalpur,Panagar,Nagana,23.268889,79.876944,401.445,,,False,Vindhyan,Weathered
SJBP055-OW,Observation Well,Jabalpur,Jabalpur,Panagar,Budhagar,23.356389,80.022222,381.36,,,False,Vindhyan,Weathered
SJBP056-OW-A,Observation Well,Jabalpur,Jabalpur,Panagar,Kaladoomar,23.350833,79.931667,401.445,,,False,Vindhyan,Weathered
SJBP057-OW,Observation Well,Jabalpur,Jabalpur,Bargi,Kudari umaria,23.076944,80.171667,445.02,,,False,Basalt,Weathered
SJBP058-OW-A,Observation Well,Jabalpur,Jabalpur,Bargi,Saliwada,23.096944,79.990278,401.445,,,False,Basalt,Weathered
SJBP059-OW-A,Observation Well,Jabalpur,Jabalpur,Bargi,Ranidurgawati Samadhi,23.038889,79.993333,401.445,,,False,Basalt,Weathered
SJBP060-OW,Observation Well,Jabalpur,Jabalpur,Bargi,Mangeli,23.093056,79.924444,401.445,,,False,Basalt,Weathered
SJBP061-OW-B,Observation Well,Jabalpur,Kundam,Kundam,Padariya,23.206111,80.148611,401.445,,,False,Vindhyan,Weathered
SJBP062-OW,Observation Well,Jabalpur,Kundam,Kundam,Sakri,23.104167,80.3175,492.545,,,False,Basalt,Weathered
SJBP063-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Dagdaga Hinota,23.0875,79.823333,393.0,,,False,Basalt,Weathered
SJBP064-OW,Observation Well,Jabalpur,Kundam,Kundam,Deohara,23.09,80.518056,552.34,,,False,Vindhyan,Weathered
SJBP065-OW,Observation Well,Jabalpur,Sihora,Sihora,Agariya,23.385,80.147778,401.445,,,False,Vindhyan,Weathered
SJBP066-OW,Observation Well,Jabalpur,Sihora,Sihora,Kumhi,23.466389,80.256111,401.445,,,False,Vindhyan,Weathered
SJBP067-OW-A,Observation Well,Jabalpur,Sihora,Sihora,Fanwani,23.434722,80.158611,401.445,,,False,Vindhyan,Weathered
SJBP068-OW-A,Observation Well,Jabalpur,Majholi,Majholi,Khabra,23.5125,79.901111,401.445,,,False,Vindhyan,Weathered
SJBP069-OW,Observation Well,Jabalpur,Majholi,Majholi,Ponda,23.509167,80.0325,401.445,,,False,Vindhyan,Weathered
SJBP070-OW-A,Observation Well,Jabalpur,Majholi,Majholi,Dinari Khamariya,23.560556,80.126667,401.445,,,False,Granite,Weathered
SJBP071-OW-A,Observation Well,Jabalpur,Majholi,Majholi,Dhan Gawan,23.571944,80.190278,401.445,,,False,Granite,Weathered
SJBP072-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Pipariya,23.438889,79.907778,496.0,,,False,Unknown,Unknown
SJBP073-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Ranital Katav,23.53,79.889444,552.0,,,False,Vindhyan,Unknown
SJBP074-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Mohaniya,23.52,79.926389,530.0,,,False,Vindhyan,Unknown
SJBP075-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Pipal Deori,23.498889,79.99,471.0,,,False,Vindhyan,Weathered
SJBP076-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Darshni,23.504444,80.065556,382.0,,,False,Vindhyan,Weathered
SJBP0770OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Barkheda,23.520556,80.141389,394.0,,,False,Vindhyan,Weathered
SJBP078-OWNEW,Observation Well,Jabalpur,Jabalpur,Majholi,Bargi,23.551111,80.148889,403.0,,,False,Vindhyan,Weathered
SJBP079-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Jujhari,23.411944,80.070278,390.0,,,False,Unknown,Unknown
SJBP080-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Kachhpura,23.402222,80.072222,381.0,,,False,Unknown,Unknown
SJBP081-OW-C,Observation Well,Jabalpur,Patan,Patan,Ronsara,23.249167,79.761944,401.445,,,False,Unknown,Unknown
SJBP082-OW-A,Observation Well,Jabalpur,Patan,Patan,Ghunsor,23.166667,79.692222,401.445,,,False,Vindhyan,Weathered
SJBP083-OWB,Observation Well,Jabalpur,Patan,Patan,Dundi,23.272222,79.638889,401.445,,,False,Unknown,Unknown
SJBP084-OW-A,Observation Well,Jabalpur,Patan,Patan,Kakrehta,23.435278,79.831389,401.445,,,False,Vindhyan,Weathered
SJBP085-OW,Observation Well,Jabalpur,Jabalpur,Panagar,Bhedaghat,23.138056,79.800278,401.445,,,False,Vindhyan,Weathered
SJBP086-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Kivlari,23.380556,80.053611,395.0,,,False,Unknown,Unknown
SJBP087-OW-B,Observation Well,Jabalpur,Patan,Shahpura,Chhapra,23.076944,79.746389,388.0,,,False,Vindhyan,Unknown
SJBP088-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Khamaria,23.379167,80.063889,397.0,,,False,Unknown,Unknown
SJBP089-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Purani Tikariya,23.371389,80.071944,402.0,,,False,Unknown,Unknown
SJBP090-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Silua,23.373611,80.085278,399.0,,,False,Unknown,Unknown
SJBP091-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Pondikala,23.366389,80.105833,402.0,,,False,Unknown,Unknown
SJBP092-OWNEW,Observation Well,Jabalpur,Jabalpur,Sihora,Pondikhurd,23.366389,80.105833,411.0,,,False,Unknown,Unknown
SJBP093-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Amjhar,23.201667,80.112778,504.0,,,False,Unknown,Unknown
SJBP094-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Tilsani,23.221111,80.217222,534.0,,,False,Basalt,Weathered
SJBP095-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Bairagi,23.225556,80.295278,560.0,,,False,Basalt,Weathered
SJBP096-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Sadafal,23.229722,80.335278,571.0,,,False,Basalt,Weathered
SJBP097-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Supawara,23.226944,80.431389,570.0,,,False,Basalt,Weathered
SJBP098-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Chourai,23.226944,80.431389,570.0,,,False,Basalt,Weathered
SJBP099-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Lahsar,23.276944,80.317778,438.0,,,False,Basalt,Weathered
SJBP100-OWNEW,Observation Well,Jabalpur,Kundam,Kundam,Kundwara,23.280833,80.279167,450.0,,,False,Basalt,Unknown
SJBPL001-PZ,Piezometer,Jabalpur,Jabalpur,Bargi,Kaladehi,22.9,79.854167,432.94,,,False,Basalt,Weathered
SJBPL002-PZ,Piezometer,Jabalpur,Jabalpur,Panagar,Piparia,23.201944,80.068333,410.01,,,False,Vindhyan,Weathered
SJBPL003-PZ,Piezometer,Jabalpur,Jabalpur,Panagar,Ramnagara,23.1125,79.870833,398.795,,,False,Unknown,Weathered
SJBPL004-PZ,Piezometer,Jabalpur,Katni,Katni,Johla,23.786111,80.416667,382.2,,,False,Vindhyan,Weathered
SJBPL005-PZ,Piezometer,Jabalpur,Patan,Patan,Bhunwara,23.208333,79.670833,374.74,,,False,Vindhyan,Weathered
SJBPL006-PZ,Piezometer,Jabalpur,Jabalpur,Bargi,Neemkheda,23.104167,79.995833,401.245,,,False,Basalt,Weathered
SJBPL006-PZ-D,Piezometer,Jabalpur,Jabalpur,Bargi,Neemkheda,23.104167,79.995833,401.445,,,False,Basalt,Weathered
SJBPL007-PZ,Piezometer,Jabalpur,Sihora,Sihora,Ramkhiria,23.406667,80.118611,385.23,,,False,Unknown,Weathered
SJBPL008-PZ,Piezometer,Jabalpur,Patan,Shahpura,Gundrai,23.167222,79.4975,360.52,,,False,Vindhyan,Weathered
SJBPL008PZ-D,Piezometer,Jabalpur,Jabalpur,Shahpura,Natwara(new),23.175,79.642222,401.445,,,False,Unknown,Fractured
SJBPL009-PZ,Piezometer,Jabalpur,Sihora,Sihora,Deonagar,23.368333,80.010833,382.215,,,False,Vindhyan,Weathered
SJBPL009-PZ-D,Piezometer,Jabalpur,Sihora,Sihora,Deonagar,23.368333,80.010833,401.445,,,False,Vindhyan,Fractured
SJBPL010-PZ,Piezometer,Jabalpur,Patan,Shahpura,Chiraipondi,22.975278,79.760833,462.32,,,False,Basalt,Weathered
SJBPL011-PZ,Piezometer,Jabalpur,Kundam,Kundam,Chikli,23.308611,80.423056,554.83,,,False,Basalt,Weathered
SJBPL012-PZ,Piezometer,Jabalpur,Sihora,Majholi,Chitapal,23.457778,79.905833,384.115,,,False,Vindhyan,Weathered
SJBPL013-PZ,Piezometer,Jabalpur,Patan,Patan,Konikala,23.326944,79.668056,369.055,,,False,Vindhyan,Weathered
SJBPL013PZ-D,Piezometer,Jabalpur,Jabalpur,Patan,Basan,23.322222,79.656944,401.445,,,False,Vindhyan,Fractured
SJBPL014-PZ,Piezometer,Jabalpur,Sihora,Majholi,Khirwa,23.503056,79.931667,385.535,,,False,Unknown,Weathered
SJBPL015-PZ,Piezometer,Jabalpur,,Dhimarkheda,Bhamka,23.510833,80.4425,433.505,,,False,Granite,Weathered
SJBPL016-PZ,Piezometer,Jabalpur,Dhimarkheda,Dhimarkheda,Naigawan,23.46,80.288889,405.72,,,False,Vindhyan,Weathered
SJBPL017-PZ,Piezometer,Jabalpur,Kundam,Kundam,Deori,23.333056,80.276111,424.12,,,False,Vindhyan,Weathered
SJBPL018-PZ,Piezometer,Jabalpur,Katni,Katni,Barkheda,23.757778,80.399722,402.045,,,False,Vindhyan,Weathered
SJBPL019-PZ,Piezometer,Jabalpur,Katni,Badwara,Pathra,23.793889,80.548611,427.585,,,False,Vindhyan,Weathered
SJBPL019PZ-D,Piezometer,Jabalpur,Mudwara,Badwara,Bachharwara,23.730556,80.577778,401.445,,,False,Vindhyan,Fractured
SJBPL020-PZ,Piezometer,Jabalpur,Sihora,Bohriband,Sihondi,23.801944,80.006389,442.695,,,False,Vindhyan,Weathered
SJBPL021-PZ,Piezometer,Jabalpur,Jabalpur,Panagar,Piparia D60m,23.201944,80.068333,410.72,,,False,Vindhyan,Weathered
SJBPL022-PZ,Piezometer,Jabalpur,Jabalpur,Panagar,Piparia D90m,23.201944,80.068333,410.755,,,False,Vindhyan,Weathered
SJBPL023-PZ,Piezometer,Jabalpur,Jabalpur,Bargi,Kaladehi D-90m.,22.8775,79.830278,432.925,,,False,Basalt,Weathered
SJBPL023PZ-D,Piezometer,Jabalpur,Jabalpur,Bargi,Kaladehi,22.8775,79.830278,401.445,,,False,Basalt,Weathered
SJBPL024-PZ,Piezometer,Jabalpur,Patan,Patan,Bhunwara D-80m.,23.208889,79.667778,374.77,,,False,Vindhyan,Fractured
SJBPLO25-PZ,Piezometer,Jabalpur,Patan,Patan,Bhunwara-d-120m,23.208889,79.667778,374.835,,,False,Vindhyan,Fractured
SUJN001A-OW,Observation Well,Ujjain,Ujjain,Ujjain,Vikram Kirti Mander,23.129167,75.723333,501.0,,,False,Basalt,Weathered
SUJN-001-PZ,Piezometer,Ujjain,Ujjain,Ujjain,Chintaman Ganesh,23.129167,75.723333,502.0,,,False,Basalt,Fractured
SUJN002-OW,Observation Well,Ujjain,Ghatia,Ghatia,Rui,23.288333,75.650833,513.0,,,False,Basalt,Weathered
SUJN-002-PZ,Piezometer,Ujjain,Ujjain,Ujjain,Ninora,23.091667,75.825,494.45,,,True,Basalt,Fractured
SUJN003-OW,Observation Well,Ujjain,Ujjain,Ujjain,Pingleshawer,23.230278,75.909722,510.0,,,False,Basalt,Weathered
SUJN-003-PZ,Piezometer,Ujjain,Ujjain,Ujjain,Tajpur,23.230278,75.909722,517.0,,,False,Basalt,Fractured
SUJN004-OW,Observation Well,Ujjain,Tarana,Tarana,Kayatha,23.156389,75.5625,499.0,,,False,Basalt,Weathered
SUJN-004-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Ingoria,23.156389,75.5625,502.0,,,False,Basalt,Fractured
SUJN-005-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Kharsod Khurd,23.122222,75.458611,500.0,,,False,Basalt,Fractured
SUJN006A-OW,Observation Well,Ujjain,Ujjain,Ujjain,Alampur,23.044444,75.858333,505.0,,,True,Basalt,Weathered
SUJN-006-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Dangwara,23.092222,75.533611,492.0,,,True,Basalt,Fractured
SUJN007-OW,Observation Well,Ujjain,Ujjain,Ujjain,Narwar,23.071944,75.911667,504.0,,,True,Basalt,Weathered
SUJN-007-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Jalodia,22.991389,75.408056,503.0,,,True,Basalt,Fractured
SUJN008-OW,Observation Well,Ujjain,Ghatia,Ghatia,Ujjaina,23.293611,75.870556,500.0,,,False,Basalt,Weathered
SUJN-008-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Amla,23.035278,75.329722,513.0,,,False,Basalt,Fractured
SUJN-009-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Lohana-30 M.,22.9125,75.373611,517.0,,,True,Basalt,Fractured
SUJN010-OW,Observation Well,Ujjain,Ghatia,Ghatia,Ghatiya/Lovekhedi,23.337222,75.858889,510.0,,,False,Basalt,Weathered
SUJN010-OW-A,Observation Well,Ujjain,Ghatia,Ghatia,Ghatiya,23.381667,75.857778,510.0,,,False,Basalt,Weathered
SUJN-010-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Jassakhedi,23.083333,75.3275,517.0,,,False,Basalt,Fractured
SUJN011-OW,Observation Well,Ujjain,Tarana,Tarana,Tarana,23.335278,76.041944,500.0,,,False,Basalt,Weathered
SUJN-011-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Kharsod Kalan,23.223889,75.380556,517.0,,,False,Basalt,Weathered
SUJN-012-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Bhatpachlana,23.255278,75.3,517.0,,,False,Basalt,Weathered
SUJN013-OW,Observation Well,Ujjain,Tarana,Tarana,Banjari,23.354167,76.202222,457.0,,,False,Basalt,Weathered
SUJN-013-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Palsoda,23.2725,75.502222,492.0,,,False,Basalt,Weathered
SUJN014-OW,Observation Well,Ujjain,Tarana,Tarana,Khamali /Tilawad,23.413333,76.005,482.0,,,False,Basalt,Weathered
SUJN-014-PZ,Piezometer,Ujjain,Ghatia,Ghatia,Ramgarh,23.249722,75.745556,502.0,,,False,Basalt,Weathered
SUJN-015-PZ,Piezometer,Ujjain,Ghatia,Ghatia,Panbihar,23.3225,75.76,502.0,,,False,Basalt,Weathered
SUJN-016-PZ,Piezometer,Ujjain,Mahidpur,Mahidpur,Jagoti,23.3975,75.804167,505.0,,,False,Basalt,Weathered
SUJN-017-PZ,Piezometer,Ujjain,Mahidpur,Mahidpur,Koyal,23.616667,75.544444,517.0,,,False,Basalt,Weathered
SUJN-018-PZ,Piezometer,Ujjain,Tarana,Tarana,Delchi,22.9125,75.373611,497.0,,,True,Basalt,Weathered
SUJN019-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Ghosla,23.44,75.874167,497.0,,,False,Basalt,Weathered
SUJN-019-PZ,Piezometer,Ujjain,Tarana,Tarana,Khakari Sultan,23.406944,76.0075,485.0,,,False,Basalt,Weathered
SUJN-020-PZ,Piezometer,Ujjain,Khachrod,Khachrod,Phernakhedi,23.507222,75.278889,489.0,,,False,Basalt,Fractured
SUJN-021-PZ,Piezometer,Ujjain,Khachrod,Khachrod,Kanwas,23.401389,75.188611,483.0,,,False,Basalt,Weathered
SUJN022-OW,Observation Well,Ujjain,Barnagar,Barnagar,Amla / Duparawda,23.013056,77.325833,513.0,,,False,Basalt,Weathered
SUJN-022-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Lohana -90 M.,22.915833,75.369722,517.0,,,True,Basalt,Fractured
SUJN023-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Gogapur,23.5675,75.501111,494.0,,,False,Basalt,Weathered
SUJN-023-PZ,Piezometer,Ujjain,Barnagar,Barnagar,Lohana - 120 M.,22.9125,75.373611,517.0,,,True,Basalt,Fractured
SUJN025-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Jharda/Shekhakhedi,23.603333,75.720556,477.0,,,False,Basalt,Weathered
SUJN026-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Indokh,23.721667,75.7475,449.0,,,False,Basalt,Weathered
SUJN027-OW,Observation Well,Ujjain,Tarana,Tarana,Pat,23.552778,75.903056,465.0,,,False,Basalt,Weathered
SUJN029-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Mahu,23.422778,75.664722,484.0,,,False,Basalt,Weathered
SUJN034-OW,Observation Well,Ujjain,Khachrod,Khachrod,Kamthana,23.309722,75.274167,514.0,,,False,Basalt,Weathered
SUJN035-OW,Observation Well,Ujjain,Khachrod,Khachrod,Chapee Kheda/badawania,23.58,75.298611,476.0,,,False,Basalt,Weathered
SUJN036-OW,Observation Well,Ujjain,Khachrod,Khachrod,Nagda,23.469167,75.408056,474.0,,,False,Basalt,Weathered
SUJN040-OW,Observation Well,Ujjain,Khachrod,Khachrod,Pipliya Dabi,23.311111,75.578889,482.0,,,False,Basalt,Weathered
SUJN041-OW,Observation Well,Ujjain,Barnagar,Barnagar,Badnagar,23.051667,75.364444,496.0,,,True,Basalt,Weathered
SUJN044-OW,Observation Well,Ujjain,Barnagar,Barnagar,Runija,23.151667,75.253056,524.0,,,False,Basalt,Weathered
SUJN047-OW,Observation Well,Ujjain,Khachrod,Khachrod,Makla/Hataipalki,23.414444,75.469722,497.0,,,False,Basalt,Weathered
SUJN048-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Narayana,23.392778,75.678333,473.0,,,False,Basalt,Weathered
SUJN051-OW,Observation Well,Ujjain,Ujjain,Ujjain,Ninora,23.075,75.83,494.0,,,True,Basalt,Weathered
SUJN052-OW,Observation Well,Ujjain,Ujjain,Ujjain,Fathabad/Bharugarh,24.233611,75.765,487.0,,,False,Basalt,Weathered
SUJN053-OW,Observation Well,Ujjain,Ujjain,Ujjain,Hamukhedi,23.123889,75.836389,497.0,,,False,Basalt,Weathered
SUJN055-OW,Observation Well,Ujjain,Ujjain,Ujjain,Madhopur,23.092778,75.973889,533.0,,,True,Basalt,Weathered
SUJN056-OW,Observation Well,Ujjain,Ghatia,Ghatia,Malikhedi,23.353889,75.905833,502.0,,,False,Basalt,Weathered
SUJN057-OW,Observation Well,Ujjain,Tarana,Tarana,Baghera/kathbarod,23.287778,76.093056,503.0,,,False,Basalt,Weathered
SUJN059-OW,Observation Well,Ujjain,Ujjain,Ujjain,Harsodan,23.189444,75.892222,528.0,,,False,Basalt,Weathered
SUJN060-OW,Observation Well,Ujjain,Tarana,Tarana,Dhabla hardu,23.496111,75.897778,478.0,,,False,Basalt,Weathered
SUJN061-OW,Observation Well,Ujjain,Tarana,Tarana,Tukral,23.464167,75.920278,485.0,,,False,Basalt,Weathered
SUJN062-OW,Observation Well,Ujjain,Ghatia,Ghatia,Nazerpur,23.345833,75.841389,512.0,,,False,Basalt,Weathered
SUJN063-OW,Observation Well,Ujjain,Ghatia,Ghatia,Jathal,23.284444,75.821111,512.0,,,False,Basalt,Weathered
SUJN064-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Jawasiya panth,23.4825,75.742222,509.0,,,False,Basalt,Weathered
SUJN065-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Ameri kheda,23.497778,75.698889,492.0,,,False,Basalt,Weathered
SUJN066-OW,Observation Well,Ujjain,Ghatia,Ghatia,Kaluheda,23.350833,75.708611,475.0,,,False,Basalt,Weathered
SUJN068-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Delchi Buzarg /nimboda,23.191944,76.038056,505.0,,,False,Basalt,Weathered
SUJN070-OW,Observation Well,Ujjain,Khachrod,Khachrod,Rohal Khurd/ Rupata,23.523333,75.467222,482.0,,,False,Basalt,Weathered
SUJN071-OW,Observation Well,Ujjain,Khachrod,Khachrod,Rupata Bhalla,23.490278,75.478056,484.0,,,False,Basalt,Weathered
SUJN073-OW,Observation Well,Ujjain,Mahidpur,Mahidpur,Raghavi/dongarkheda,23.438056,75.848056,479.0,,,False,Basalt,Weathered
SUJN074-OW,Observation Well,Ujjain,Tarana,Tarana,Rupa Khedi/Runji,23.478889,75.9725,481.0,,,False,Basalt,Weathered
SUJN075-OW,Observation Well,Ujjain,Tarana,Tarana,Mohanpura/nalashri,23.163333,75.043056,506.0,,,False,Basalt,Weathered
SUJN076-OW,Observation Well,Ujjain,Barnagar,Barnagar,Molana,23.082778,75.421389,500.0,,,True,Basalt,Weathered
SUJN078-OW,Observation Well,Ujjain,Ghatia,Ghatia,Nalwa,23.159444,75.653611,492.0,,,False,Basalt,Weathered
SUJN079-OW,Observation Well,Ujjain,Barnagar,Barnagar,Pirjhalar,23.0275,75.46,504.0,,,True,Basalt,Weathered
SUJN081-OW,Observation Well,Ujjain,Barnagar,Barnagar,Sundrabad/khedawada,23.136389,75.311111,507.0,,,False,Basalt,Weathered
SUJN083-OW,Observation Well,Ujjain,Khachrod,Khachrod,Chirola /Jalodia Jager,23.393611,75.319167,500.0,,,False,Basalt,Weathered
SUJN084-OW,Observation Well,Ujjain,Khachrod,Khachrod,Pouchlasi/Buranabad,23.418056,75.336389,480.0,,,False,Basalt,Weathered
SUJN085-OW,Observation Well,Ujjain,Khachrod,Khachrod,Ramgarh/navda Chopati,23.328889,75.517778,505.0,,,False,Basalt,Weathered
SUJN087-OW,Observation Well,Ujjain,Ghatia,Ghatia,Makodia Aam Naka/ramgarh,23.204444,75.755833,489.0,,,False,Basalt,Weathered
SUJN088-OW,Observation Well,Ujjain,Khachrod,Khachrod,Bhuwasa /Marawada,23.413056,75.223611,506.0,,,False,Basalt,Weathered
SUJN089-OW,Observation Well,Ujjain,Khachrod,Khachrod,Pipliyamalu/ Akkaya Nazik,23.378056,75.489167,490.0,,,False,Basalt,Weathered
SUJN090-OW,Observation Well,Ujjain,Khachrod,Khachrod,Unhel / Dauparawada,23.340556,75.554167,485.0,,,False,Basalt,Weathered
SUJN091-OW,Observation Well,Ujjain,Khachrod,Khachrod,Unhel (vellage) Daberi,23.330556,75.535,485.0,,,False,Basalt,Weathered
SUJN093-OW,Observation Well,Ujjain,Tarana,Tarana,Chhadawad,23.372222,76.034167,496.0,,,False,Basalt,Weathered
SUJN096-OW,Observation Well,Ujjain,Tarana,Tarana,Borda/golwa,23.316389,76.175,513.0,,,False,Basalt,Weathered
SUJN101-OW,Observation Well,Ujjain,Barnagar,Barnagar,Birgod,22.912222,75.411111,494.0,,,True,Basalt,Weathered
SUJN102-OW,Observation Well,Ujjain,Barnagar,Barnagar,Kharodiya,23.170278,75.622778,486.0,,,False,Basalt,Weathered
SUJN103-OW,Observation Well,Ujjain,Barnagar,Barnagar,Kharsod Khurd,23.122222,75.458611,505.0,,,False,Basalt,Weathered
SUJN104-OW,Observation Well,Ujjain,Barnagar,Barnagar,Pitha Khedi,23.081944,75.353611,501.0,,,True,Basalt,Weathered
