Well No,Well Type,District,Tahsil / Taluk,Block / Mandal,Village,Northing,Easting,Elevation of Ground Level,Aquifer Zone,Command Area,Coord Validated,geology_type,aquifer_classification
PANNA023A-OW,Observation Well,Panna,Panna,Panna,Phulwari,24.599444,80.4375,344.0,,,False,Unknown,Unknown
PANNA024-OW,Observation Well,Panna,Panna,Panna,Tindunhai,24.529167,80.376389,342.94,,,False,Unknown,Unknown
PANNA025-OW,Observation Well,Panna,Panna,Panna,Panna,24.707222,80.180556,349.99,,,False,Unknown,Unknown
PANNA026-OW,Observation Well,Panna,Panna,Panna,Amanganj,24.926389,80.031667,306.22,,,False,Unknown,Unknown
PANNA027A-OW,Observation Well,Panna,Gunour,Gunour,Siri,24.46,80.010833,319.0,,,False,Unknown,Unknown
PANNA028-OW,Observation Well,Panna,Gunour,Gunour,Gunnour,24.461389,80.248889,362.02,,,False,Unknown,Unknown
PANNA029-OW,Observation Well,Panna,Gunour,Gunour,Lohargaon,24.492778,80.319444,355.94,,,False,Unknown,Unknown
PANNA030-OW,Observation Well,Panna,Gunour,Gunour,Jharkua,24.353889,88.044722,365.84,,,False,Unknown,Unknown
PANNA031-OW,Observation Well,Panna,Gunour,Gunour,Mahewa,24.401389,80.131111,328.38,,,False,Unknown,Unknown
PANNA032A-OW,Observation Well,Panna,Gunour,Gunour,Sathaniya,24.37,80.273611,333.0,,,False,Unknown,Unknown
PANNA033-OW,Observation Well,Panna,Gunour,Gunour,Saleha,24.413056,80.400556,362.04,,,False,Unknown,Unknown
PANNA034-OW,Observation Well,Panna,Pawai,Pawai,Deora,24.344444,79.971944,306.42,,,False,Unknown,Unknown
PANNA035A-OW,Observation Well,Panna,Pawai,Pawai,Simariya,24.266944,79.896667,322.0,,,False,Unknown,Unknown
PANNA036A-OW,Observation Well,Panna,Pawai,Pawai,Mudwari,24.341111,80.290833,334.0,,,False,Unknown,Unknown
PANNA037A-OW,Observation Well,Panna,Pawai,Pawai,Padariya Kala,24.341111,80.194167,322.0,,,False,Unknown,Unknown
PANNA037-OW,Observation Well,Panna,Shahnagar,Shahnagar,Maharajganj,34.133333,79.833333,319.43,,,False,Unknown,Unknown
PANNA038-OW,Observation Well,Panna,Pawai,Pawai,Mohendra,24.190833,79.9575,336.0,,,False,Unknown,Unknown
PANNA039A-OW,Observation Well,Panna,Pawai,Pawai,Rehuta,24.260556,80.052222,324.0,,,False,Unknown,Unknown
PANNA039-OW,Observation Well,Panna,Pawai,Pawai,Hatkuri,24.238889,80.067222,320.8,,,False,Unknown,Unknown
PANNA040-OW,Observation Well,Panna,Pawai,Pawai,Chomukha,24.323056,80.084167,312.29,,,False,Unknown,Unknown
PANNA041A-OW,Observation Well,Panna,Pawai,Pawai,Karhi,24.285556,80.2025,332.0,,,False,Unknown,Unknown
PANNA042A-OW,Observation Well,Panna,Pawai,Pawai,Itay,24.294444,80.267778,334.0,,,False,Unknown,Unknown
PANNA043A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Baghwarkala,23.974722,79.918056,414.0,,,False,Unknown,Unknown
PANNA044A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Takhori,23.988889,79.948889,420.0,,,False,Unknown,Unknown
PANNA045-OW,Observation Well,Panna,Shahnagar,Shahnagar,Repura,23.899444,79.964722,412.02,,,False,Unknown,Unknown
PANNA046A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Malghan,24.026389,80.060278,413.0,,,False,Unknown,Unknown
PANNA047A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Bori,24.039722,80.138889,410.0,,,False,Unknown,Unknown
PANNA048-OW,Observation Well,Panna,Shahnagar,Shahnagar,Imliya,24.109722,80.218889,380.49,,,False,Unknown,Unknown
PANNA049-OW,Observation Well,Panna,Shahnagar,Shahnagar,Bisani,24.125278,80.285278,387.15,,,False,Unknown,Unknown
PANNA050-OW,Observation Well,Panna,Shahnagar,Shahnagar,Shahnagar,23.989167,80.308889,370.79,,,False,Unknown,Unknown
PANNA051-OW,Observation Well,Panna,Pawai,Pawai,Pawai,24.27,80.163333,316.4,,,False,Unknown,Unknown
PANNA052-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Krishnpur,24.742778,80.258333,112.7,,,False,Unknown,Unknown
PANNA053-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Deogaon,24.934722,80.313611,102.6,,,False,Unknown,Unknown
PANNA054-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Kunwarpur,24.886667,80.190556,140.6,,,False,Unknown,Unknown
PANNA055-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Bariyarpur,24.854444,80.1,155.6,,,False,Unknown,Unknown
PANNA057A-OW,Observation Well,Panna,Gunour,Gunour,Pagra,24.561389,80.264167,331.0,,,False,Unknown,Unknown
PANNA058-OW,Observation Well,Panna,Gunour,Gunour,Garokhar,24.418056,79.833333,306.1,,,False,Unknown,Unknown
PANNA059A-OW,Observation Well,Panna,Gunour,Gunour,Ghatari,24.416667,80.076944,323.0,,,False,Unknown,Unknown
PANNA060A-OW,Observation Well,Panna,Gunour,Gunour,Sahilwara,24.403056,80.281111,345.0,,,False,Unknown,Unknown
PANNA061-OW,Observation Well,Panna,Gunour,Gunour,Bilgari,24.491111,80.213611,362.0,,,False,Unknown,Unknown
PANNA062A-OW,Observation Well,Panna,Panna,Panna,Chopara-sakariya,24.604444,80.275,353.0,,,False,Unknown,Unknown
PANNA063A-OW,Observation Well,Panna,Panna,Panna,Itwa Kala,24.544722,80.141389,324.0,,,False,Unknown,Unknown
PANNA064-OW,Observation Well,Panna,Gunour,Gunour,Duwari,24.487222,80.056111,318.6,,,False,Unknown,Unknown
PANNA065A-OW,Observation Well,Panna,Panna,Panna,Majhguon,24.647778,80.029722,382.0,,,False,Unknown,Unknown
PANNA066-OW,Observation Well,Panna,Panna,Panna,Akola,24.630833,80.140556,460.8,,,False,Unknown,Unknown
PANNA067A-OW,Observation Well,Panna,Panna,Panna,Janwar,24.654722,80.2025,432.0,,,False,Unknown,Unknown
PANNA068-OW,Observation Well,Panna,Panna,Panna,Garipadriya,24.59,80.287222,230.4,,,False,Unknown,Unknown
PANNA069-OW,Observation Well,Panna,Panna,Panna,Marla,24.735556,80.018056,216.0,,,False,Unknown,Unknown
PANNA071A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Salaiya,24.103889,80.299722,202.0,,,False,Unknown,Unknown
PANNA072A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Bhapatpur Deora,24.827222,80.1075,180.0,,,False,Unknown,Unknown
PANNA073A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Chhateni,24.894167,80.35,394.0,,,False,Unknown,Unknown
PANNA074A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Sinhai Aama Moad,24.913056,80.213611,172.0,,,False,Unknown,Unknown
PANNA075A-OW,Observation Well,Panna,Pawai,Pawai,Sirsi Patna,24.385278,79.905556,307.0,,,False,Unknown,Unknown
PANNA076A-OW,Observation Well,Panna,Panna,Panna,Jamunhai Khas,24.799444,80.314444,405.0,,,False,Unknown,Unknown
PANNA077-OW,Observation Well,Panna,Gunour,Gunour,Kushedar,24.460833,80.325278,362.1,,,False,Unknown,Unknown
PANNA078A-OW,Observation Well,Panna,Gunour,Gunour,Bandhur,24.398889,80.342778,334.0,,,False,Unknown,Unknown
PANNA079A-OW,Observation Well,Panna,Gunour,Gunour,Patna Tamoli,24.385556,80.391667,349.0,,,False,Unknown,Unknown
PANNA080A-OW,Observation Well,Panna,Pawai,Pawai,Danwara,24.200556,79.913889,334.0,,,False,Unknown,Unknown
PANNA081-OW,Observation Well,Panna,Pawai,Pawai,Deori,24.2625,79.840833,310.28,,,False,Unknown,Unknown
PANNA082A-OW,Observation Well,Panna,Pawai,Pawai,Tighra,24.289444,79.961667,312.0,,,False,Unknown,Unknown
PANNA083A-OW,Observation Well,Panna,Pawai,Pawai,Semra Kala,24.218889,80.044722,343.0,,,False,Unknown,Unknown
PANNA084A-OW,Observation Well,Panna,Pawai,Pawai,Banouli,24.166389,79.876389,332.0,,,False,Unknown,Unknown
PANNA085A-OW,Observation Well,Panna,Pawai,Pawai,Patoree,24.253611,80.090556,336.0,,,False,Unknown,Unknown
PANNA086A-OW,Observation Well,Panna,Pawai,Pawai,Jhanjhar,24.215,80.283333,414.0,,,False,Unknown,Unknown
PANNA087A-OW,Observation Well,Panna,Pawai,Pawai,Krishangarh,24.308056,80.244444,338.0,,,False,Unknown,Unknown
PANNA088-OW,Observation Well,Panna,Pawai,Pawai,Shikarpur,24.186111,80.251667,382.3,,,False,Unknown,Unknown
PANNA089A-OW,Observation Well,Panna,Pawai,Pawai,Sunehi-jagdispura,24.291111,80.233056,334.0,,,False,Unknown,Unknown
PANNA090-OW,Observation Well,Panna,Pawai,Pawai,Tikriya,24.143611,80.251667,383.6,,,False,Unknown,Unknown
PANNA091A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Raiguan,24.097222,80.188056,409.0,,,False,Unknown,Unknown
PANNA092A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Bagrod,23.980833,79.969722,417.0,,,False,Unknown,Unknown
PANNA093A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Hardua Sahasbahu,24.028611,79.991389,405.0,,,False,Unknown,Unknown
PANNA094A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Bilpura Siharan,24.079167,79.963889,406.0,,,False,Unknown,Unknown
PANNA095-OW,Observation Well,Panna,Shahnagar,Shahnagar,Banjari  Chopra,24.103889,80.269722,384.15,,,False,Unknown,Unknown
PANNA096A-OW,Observation Well,Panna,Pawai,Pawai,Sijahati,24.18,80.258333,375.0,,,False,Unknown,Unknown
PANNA097-OW,Observation Well,Panna,Shahnagar,Shahnagar,Kachori,23.979444,80.333889,369.65,,,False,Unknown,Unknown
PANNA098A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Thepa,24.0275,80.163056,405.0,,,False,Unknown,Unknown
PANNA099A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Rohaniya,24.0425,80.333889,360.0,,,False,Unknown,Unknown
PANNA100A-OW,Observation Well,Panna,Shahnagar,Shahnagar,Shahpur Khurd,24.168889,80.308889,354.0,,,False,Unknown,Unknown
PANNA102-OW,Observation Well,Panna,Panna,Panna,Piparwah,24.458611,80.042222,316.0,,,False,Unknown,Unknown
PANNA103-OW,Observation Well,Panna,Gunour,Gunour,Bhamarha,24.451944,80.39,352.0,,,False,Unknown,Unknown
PANNA104-OW,Observation Well,Panna,Shahnagar,Shahnagar,Kachori-new,23.979444,80.333889,369.65,,,False,Unknown,Unknown
PANNA-PZ-01,Piezometer,Panna,Gunour,Gunour,Amangang,24.419167,80.039167,415.034,,,False,Vindhyan,Weathered
PANNA-PZ-02,Piezometer,Panna,Panna,Panna,Devendranagar,24.623333,80.368889,344.94,,,False,Vindhyan,Weathered
PANNA-PZ-03,Piezometer,Panna,Panna,Panna,janakpur,24.741111,80.229444,309.005,,,False,Vindhyan,Weathered
PANOA022-OWD,Observation Well,Panna,Panna,Panna,Jigdha,24.575556,80.381111,333.02,,,False,Unknown,Unknown
SAGAR0010-PZ,Piezometer,Sagar,Devri,Devri,Devri,23.380833,79.012778,435.42,,,False,Vindhyan,Weathered
SAGAR001-PZ,Piezometer,Sagar,Sagar,Rahatgarh,Rahatgarh,23.788333,78.391111,468.53,,,False,Basalt,Weathered
SAGAR002-PZ,Piezometer,Sagar,Sagar,Jaisinagar,Jaisinagar,23.6225,78.573611,602.77,,,False,Basalt,Weathered
SAGAR005-PZ,Piezometer,Sagar,Banda,Shahgarh,Dalpatpur,24.137778,79.008056,498.83,,,False,Basalt,Weathered
SAGAR006-PZ,Piezometer,Sagar,Sagar,Sagar,Surkhi,23.629167,78.833889,504.9,,,False,Basalt,Fractured
SAGAR008,Piezometer,Sagar,Devri,Devri,Gourjhamar,23.528611,78.944167,425.87,,,False,Basalt,Weathered
SAGAR009-PZ,Piezometer,Sagar,Devri,Kesli,Kesli,23.423333,78.810556,487.51,,,False,Basalt,Weathered
SAGAR011-PZ,Piezometer,Sagar,Garhakota,Rehli,Garhakota,23.779444,79.16,374.17,,,False,Vindhyan,Weathered
SAGAR012-PZ,Piezometer,Sagar,Khurai,Khurai,Khurai,24.041111,78.328333,457.1,,,False,Vindhyan,Weathered
SAGAR013-PZ,Piezometer,Sagar,Bina,Bina,Bina,24.171389,78.185556,412.1,,,False,Basalt,Weathered
SAGAR014-PZ,Piezometer,Sagar,Sagar,Sagar,Sagar,23.832778,78.746667,530.0,,,False,Basalt,Weathered
SAGAR015-PZ,Piezometer,Sagar,Sagar,Sagar,Parsoriya,23.854722,78.931389,498.1,,,False,Basalt,Weathered
SAGAR-PDS-016-PZ,Piezometer,Sagar,Banda,Banda,Pidruwa,24.1,78.7025,463.18,,,False,Vindhyan,Weathered
SAGAR-PDS-017-PZ,Piezometer,Sagar,Banda,Banda,Behrol,23.890556,78.476667,463.18,,,False,Vindhyan,Weathered
SAGAR-PDS-018-PZ,Piezometer,Sagar,Malthone,Malthon,Bandri,24.044444,78.640278,463.18,,,False,Vindhyan,Weathered
SAGAR-PDS-019-PZ,Piezometer,Sagar,Rahatgarh,Rahatgarh,Jaruwakhera,23.973611,78.481944,463.18,,,False,Basalt,Weathered
SAGAR-PDS-020-PZ,Piezometer,Sagar,Rahatgarh,Rahatgarh,Mehar,23.986667,78.665833,463.18,,,False,Vindhyan,Weathered
SAG-PZ-03,Piezometer,Sagar,Khurai,Malthon,Pali,24.308333,78.525278,477.65,,,False,Vindhyan,Weathered
SAG-PZ-04,Piezometer,Sagar,Banda,Banda,Banda,24.042778,78.958056,478.4,,,False,Vindhyan,Fractured
SAG-PZ-07,Piezometer,Sagar,Rehli,Rehli,Rehli,23.566111,78.529444,375.0,,,False,Vindhyan,Weathered
SGR001-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Shahgarh,24.326944,79.107778,384.1,,,False,Granite,Weathered
SGR002-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Heerapur,24.378889,79.227222,397.47,,,False,Unknown,Unknown
SGR003-OW,Observation Well,Sagar,Bina,Bina,Niwari,24.256111,78.325,405.95,,,False,Basalt,Unknown
SGR004-OW,Observation Well,Sagar,Bina,Bina,Bhangarh,24.315556,78.2675,391.88,,,False,Basalt,Unknown
SGR005-OW,Observation Well,Sagar,Malthone,Malthone,Malthone,24.308333,78.525278,480.83,,,False,Vindhyan,Unknown
SGR006-OW,Observation Well,Sagar,Bina,Bina,Bina,24.171389,78.185556,418.68,,,False,Basalt,Weathered
SGR008-OW,Observation Well,Sagar,Malthone,Malthone,Barodia kalan,24.21,78.596111,467.01,,,False,Basalt,Weathered
SGR009-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Rurawan,24.178056,79.023333,469.13,,,False,Vindhyan,Weathered
SGR011-OW,Observation Well,Sagar,Khurai,Khurai,Dugaha kalan,24.145,78.425278,421.5,,,False,Basalt,Weathered
SGR012-OW,Observation Well,Sagar,Malthone,Malthone,Rajwans,24.161667,78.597778,485.5,,,False,Basalt,Weathered
SGR013-OW,Observation Well,Sagar,Banda,Banda,Bahrol,24.063611,78.734722,458.04,,,False,Basalt,Weathered
SGR014-OW,Observation Well,Sagar,Banda,Banda,Singtoni,24.081111,78.860278,472.12,,,False,Basalt,Weathered
SGR015-OW,Observation Well,Sagar,Bina,Bina,Dhansara,24.048056,78.163333,408.12,,,False,Basalt,Weathered
SGR016-OW,Observation Well,Sagar,Khurai,Khurai,Khurai,24.041111,78.328333,428.78,,,False,Basalt,Weathered
SGR018-OW,Observation Well,Sagar,Malthone,Malthone,Bandri,24.044444,78.640278,579.25,,,False,Vindhyan,Unknown
SGR019-OW,Observation Well,Sagar,Banda,Banda,Chhapri,23.958611,78.911111,489.54,,,False,Basalt,Weathered
SGR021-OW,Observation Well,Sagar,Banda,Banda,Bara,24.033889,78.148056,379.69,,,False,Vindhyan,Unknown
SGR022-OW,Observation Well,Sagar,Khurai,Khurai,Barodia nonagir,23.905,78.335278,437.9,,,False,Vindhyan,Weathered
SGR023-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Ranipura,23.931667,78.690833,478.39,,,False,Vindhyan,Weathered
SGR024-OW,Observation Well,Sagar,Sagar,Sagar,Karrapur,23.941111,78.861667,425.95,,,False,Vindhyan,Weathered
SGR025-OW,Observation Well,Sagar,Sagar,Sagar,Shahpur,23.893611,79.051667,415.6,,,False,Vindhyan,Weathered
SGR026-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Naryawali,23.904722,78.587778,495.6,,,False,Vindhyan,Weathered
SGR028-OW,Observation Well,Sagar,Sagar,Sagar,Sagar,23.833611,78.763611,548.7,,,False,Basalt,Unknown
SGR029-OW,Observation Well,Sagar,Sagar,Sagar,Parsoriya,23.854722,78.931389,497.16,,,False,Basalt,Weathered
SGR030-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Rahatgarh,23.788333,78.391111,462.3,,,False,Basalt,Weathered
SGR031-OW,Observation Well,Sagar,Jaisinagar,Jaisinagar,Semadhana,23.773333,78.615556,518.35,,,False,Basalt,Weathered
SGR034-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Rampurtapra,23.759167,78.278333,446.76,,,False,Basalt,Weathered
SGR035-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Hinotia,23.677778,78.414722,494.6,,,False,Basalt,Weathered
SGR038-OW,Observation Well,Sagar,Jaisinagar,Jaisinagar,Bilhera,23.648889,78.733333,537.52,,,False,Basalt,Weathered
SGR039-OW,Observation Well,Sagar,Sagar,Sagar,Surkhi,23.629167,78.833889,501.4,,,False,Basalt,Weathered
SGR041-OW,Observation Well,Sagar,Devri,Devri,Gourjhamar,23.516944,78.936944,428.41,,,False,Basalt,Unknown
SGR042-OW,Observation Well,Sagar,Rehli,Rehli,Chandpur,23.549722,79.098333,432.23,,,False,Vindhyan,Weathered
SGR044-OW,Observation Well,Sagar,Kesli,Kesli,Tada,23.428889,78.661389,534.67,,,False,Basalt,Weathered
SGR045-OW,Observation Well,Sagar,Kesli,Kesli,Kesli,23.423333,78.810556,465.24,,,False,Basalt,Weathered
SGR047-OW,Observation Well,Sagar,Kesli,Kesli,Ghana,23.373611,78.789444,488.25,,,False,Basalt,Weathered
SGR048-OW,Observation Well,Sagar,Devri,Devri,Deori,23.380833,79.012778,427.05,,,False,Basalt,Weathered
SGR049-OW,Observation Well,Sagar,Kesli,Kesli,Sahajpur,23.3025,78.840278,440.16,,,False,Basalt,Weathered
SGR050-OW,Observation Well,Sagar,Devri,Devri,Maharajpur,23.28,79.044167,425.7,,,False,Basalt,Weathered
SGR051-OW,Observation Well,Sagar,Bina,Bina,Agasod,24.268889,78.164722,426.34,,,False,Basalt,Weathered
SGR052-OW,Observation Well,Sagar,Khurai,Khurai,Talapar,24.136111,78.338611,442.23,,,False,Basalt,Weathered
SGR053-OW,Observation Well,Sagar,Khurai,Khurai,Khimlasa,24.207778,78.363611,436.1,,,False,Vindhyan,Weathered
SGR054-OW,Observation Well,Sagar,Malthone,Malthone,Khiriya,24.261944,78.448333,483.64,,,False,Basalt,Weathered
SGR055-OW,Observation Well,Sagar,Malthone,Malthone,Bamnora,24.221111,78.421667,470.11,,,False,Basalt,Weathered
SGR056-OW,Observation Well,Sagar,Bina,Bina,Mandi bamora,24.054722,78.082778,412.76,,,False,Basalt,Weathered
SGR057-OW,Observation Well,Sagar,Khurai,Khurai,Kulwai,24.109444,78.275278,421.03,,,False,Basalt,Weathered
SGR058-OW,Observation Well,Sagar,Malthone,Malthone,Pithoriya,24.051389,78.591667,437.06,,,False,Basalt,Weathered
SGR061-OW,Observation Well,Sagar,Khurai,Khurai,Katheli,23.975,78.330278,436.33,,,False,Basalt,Weathered
SGR062-OW,Observation Well,Sagar,Malthone,Malthone,Paharguwa,24.055556,78.708333,491.79,,,False,Vindhyan,Weathered
SGR063-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Sihora,23.803611,78.578611,503.13,,,False,Basalt,Weathered
SGR066-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Jhila,23.855556,78.328611,448.1,,,False,Basalt,Weathered
SGR067-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Jalandhar,23.899167,78.441667,521.34,,,False,Basalt,Weathered
SGR068-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Jaruakheda,23.9725,78.480556,497.81,,,False,Basalt,Weathered
SGR071-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Mehar,23.986667,78.665833,504.28,,,False,Basalt,Weathered
SGR072-OW,Observation Well,Sagar,Jaisinagar,Jaisinagar,Sarkhadi,23.735,78.585833,523.61,,,False,Basalt,Weathered
SGR075-OW,Observation Well,Sagar,Sagar,Sagar,Dhana,23.746667,78.8675,496.12,,,False,Basalt,Weathered
SGR076-OW,Observation Well,Sagar,Sagar,Jaisinagar,Baroda-sagar,23.713889,78.708611,522.58,,,False,Basalt,Weathered
SGR077-OW,Observation Well,Sagar,Sagar,Sagar,Girwar,23.827222,78.954722,391.05,,,False,Vindhyan,Weathered
SGR079-OW,Observation Well,Sagar,Rehli,Rehli,Chhulla,23.718611,79.220833,385.08,,,False,Basalt,Weathered
SGR082-OW,Observation Well,Sagar,Rehli,Rehli,Chhirari,23.581389,79.140833,401.42,,,False,Vindhyan,Unknown
SGR083-OW,Observation Well,Sagar,Rehli,Rehli,Kachhi-pipariya,23.576667,79.045556,425.2,,,False,Basalt,Unknown
SGR085A-OW,Observation Well,Sagar,Kesli,Kesli,Patha,23.431389,78.734722,476.0,,,False,Basalt,Unknown
SGR086-OW,Observation Well,Sagar,Devri,Devri,Titarpani,23.231944,79.045,437.69,,,False,Basalt,Unknown
SGR087-OW,Observation Well,Sagar,Devri,Devri,Reechai,23.319167,79.031944,422.16,,,False,Basalt,Weathered
SGR088-OW,Observation Well,Sagar,Devri,Devri,Chheola,23.444722,79.003889,444.5,,,False,Basalt,Unknown
SGR089-OW,Observation Well,Sagar,Banda,Banda,Dhamoni,24.191667,78.768611,492.45,,,False,Basalt,Weathered
SGR090-OW,Observation Well,Sagar,Banda,Banda,Pidaruwa,24.1,78.7025,458.39,,,False,Vindhyan,Weathered
SGR092-OW,Observation Well,Sagar,Banda,Banda,Sorai,24.010556,78.928889,474.51,,,False,Basalt,Unknown
SGR093-OW,Observation Well,Sagar,Banda,Banda,Patauwa,23.986944,79.009167,463.18,,,False,Basalt,Unknown
SGR094-OW,Observation Well,Sagar,Banda,Banda,Kandwa,24.009444,79.121389,384.03,,,False,Basalt,Unknown
SGR095-OW,Observation Well,Sagar,Banda,Banda,Pahladpura,24.011944,79.042222,442.0,,,False,Basalt,Weathered
SGR096-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Sansa,24.071389,79.119167,473.42,,,False,Vindhyan,Weathered
SGR097-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Barattiha,24.294722,78.9375,377.77,,,False,Basalt,Unknown
SGR098-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Baraj,24.355556,79.015556,348.67,,,False,Granite,Unknown
SGR099-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Gugra Khurd,24.143333,78.936111,469.39,,,False,Basalt,Unknown
SGR100-OW,Observation Well,Sagar,Shahgarh,Shahgarh,Barethi,24.189444,78.910833,469.39,,,False,Vindhyan,Weathered
SGR101-OW,Observation Well,Sagar,Sagar,Sagar,Bamohari-bika,23.7825,78.808611,512.75,,,False,Basalt,Weathered
SGR102-OW,Observation Well,Sagar,Banda,Banda,Banda,24.042778,78.958056,472.38,,,False,Vindhyan,Unknown
SGR103-OW,Observation Well,Sagar,Rehli,Rehli,Garhakota,23.779444,79.16,376.86,,,False,Vindhyan,Weathered
SGR104-OW,Observation Well,Sagar,Jaisinagar,Jaisinagar,Jaisinagar,23.6225,78.573611,490.2,,,False,Basalt,Weathered
SGR105-OW,Observation Well,Sagar,Rehli,Rehli,Rehli,23.634444,79.049444,399.16,,,False,Vindhyan,Weathered
SGR106-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Jerai,23.860556,78.601389,503.35,,,False,Basalt,Weathered
SGR107-OW,Observation Well,Sagar,Banda,Banda,Khojampur,24.034167,78.861944,467.11,,,False,Vindhyan,Unknown
SGR108-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Palitoda,23.965278,78.499722,490.85,,,False,Vindhyan,Weathered
SGR109-OW,Observation Well,Sagar,Devri,Devri,Dongarsaliya,23.436111,79.058611,433.49,,,False,Basalt,Unknown
SGR10A-OW,Observation Well,Sagar,Khurai,Khurai,Semara-ganpat,24.153611,78.298333,427.59,,,False,Basalt,Weathered
SGR110-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Chowki,23.790278,78.481944,498.84,,,False,Basalt,Unknown
SGR112-OW,Observation Well,Sagar,Sagar,Sagar,Lidhora,23.850556,78.88,495.6,,,False,Basalt,Weathered
SGR114-OW,Observation Well,Sagar,Jaisinagar,Jaisinagar,Samanapur,23.715,78.810278,518.99,,,False,Basalt,Weathered
SGR116-OW,Observation Well,Sagar,Rahatgarh,Rahatgarh,Meerkhedi,23.769167,78.297222,445.9,,,False,Basalt,Weathered
SGR119-OW,Observation Well,Sagar,Malthone,Malthone,Pali,24.103056,78.604444,474.28,,,False,Basalt,Weathered
SGR120-OW,Observation Well,Sagar,Khurai,Khurai,Basahri,24.215278,78.297778,476.39,,,False,Basalt,Weathered
SGR121-OW,Observation Well,Sagar,Devri,Devri,Kopra,23.484722,79.060278,435.0,,,False,Basalt,Weathered
SGR122-OW,Observation Well,Sagar,Rehli,Rehli,Gunjora,23.690278,79.166389,386.15,,,False,Basalt,Weathered
SGR123-OW,Observation Well,Sagar,Rehli,Rehli,Luhagar,23.703333,79.095,378.01,,,False,Basalt,Weathered
SGR124-OW,Observation Well,Sagar,Rehli,Rehli,Roan,23.770833,79.2275,384.65,,,False,Basalt,Weathered
SGR125-OW,Observation Well,Sagar,Devri,Devri,Berkoti,23.558611,78.875,493.78,,,False,Basalt,Weathered
SGR126-OW,Observation Well,Sagar,Khurai,Khurai,Sumreri,24.0125,78.408611,442.0,,,False,Basalt,Weathered
SGR127-OW,Observation Well,Sagar,Sagar,Sagar,Baroda Rehli,23.710833,78.914167,503.53,,,False,Basalt,Weathered
SGR128-OW,Observation Well,Sagar,Sagar,Sagar,Patharia Hat,23.859444,78.677222,506.96,,,False,Basalt,Weathered
SGR129-OW,Observation Well,Sagar,Bina,Bina,Katchnoda,24.269722,78.224444,405.25,,,False,Basalt,Weathered
SGUN001-OW,Observation Well,Guna,Guna,Bamori,Padon,25.013056,76.910556,867.26,,,False,Basalt,Weathered
SGUN001-PZ,Piezometer,Guna,Isagarh,Isagarh,Jhanghar,24.875,77.816667,498.96,,,False,Basalt,Weathered
SGUN002-OW,Observation Well,Guna,Guna,Bamori,Fathgarh,24.098333,76.975556,358.75,,,False,Basalt,Weathered
SGUN002-PZ,Piezometer,Guna,Guna,Guna,Guna,24.645556,77.356389,496.03,,,False,Basalt,Weathered
SGUN003-OW,Observation Well,Guna,Guna,Bamori,Patan,25.054722,77.139167,458.21,,,False,Basalt,Weathered
SGUN003-PZ,Piezometer,Guna,Guna,Guna,Guna,24.645556,77.356389,496.72,,,False,Basalt,Weathered
SGUN004-OW,Observation Well,Guna,Guna,Bamori,Bamori,24.866389,77.126667,452.17,,,False,Basalt,Weathered
SGUN004-PZ,Piezometer,Guna,Raghogarh,Raghogarh,Raghogarh,24.440833,77.170833,430.11,,,False,Basalt,Weathered
SGUN005-OW,Observation Well,Guna,Guna,Bamori,Jhagar,24.776389,77.006667,403.4,,,False,Basalt,Weathered
